period_date,year,period,period_abbr,value,industry_text,state_text,state_code,dataelement_code,dataelement_text,
2019-01-01,2019,M01,JAN,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2019-01-01,2019,M01,JAN,0.3,Federal,Total US,00,OS,Other separations,
2019-01-01,2019,M01,JAN,0.5,Federal,Total US,00,QU,Quits,
2019-01-01,2019,M01,JAN,1.2,Federal,Total US,00,TS,Total separations,
2019-02-01,2019,M02,FEB,1.3,Federal,Total US,00,HI,Hires,
2019-02-01,2019,M02,FEB,4.4,Federal,Total US,00,JO,Job openings,
2019-02-01,2019,M02,FEB,0.2,Federal,Total US,00,LD,Layoffs and discharges,
2019-02-01,2019,M02,FEB,0.4,Federal,Total US,00,OS,Other separations,
2019-02-01,2019,M02,FEB,0.5,Federal,Total US,00,QU,Quits,
2019-02-01,2019,M02,FEB,1.1,Federal,Total US,00,TS,Total separations,
2019-03-01,2019,M03,MAR,1.3,Federal,Total US,00,HI,Hires,
2019-03-01,2019,M03,MAR,4.2,Federal,Total US,00,JO,Job openings,
2019-03-01,2019,M03,MAR,0.2,Federal,Total US,00,LD,Layoffs and discharges,
2019-03-01,2019,M03,MAR,0.4,Federal,Total US,00,OS,Other separations,
2019-03-01,2019,M03,MAR,0.7,Federal,Total US,00,QU,Quits,
2019-03-01,2019,M03,MAR,1.4,Federal,Total US,00,TS,Total separations,
2019-04-01,2019,M04,APR,1.3,Federal,Total US,00,HI,Hires,
2019-04-01,2019,M04,APR,4.8,Federal,Total US,00,JO,Job openings,
2019-04-01,2019,M04,APR,0.2,Federal,Total US,00,LD,Layoffs and discharges,
2019-04-01,2019,M04,APR,0.4,Federal,Total US,00,OS,Other separations,
2019-04-01,2019,M04,APR,0.5,Federal,Total US,00,QU,Quits,
2019-04-01,2019,M04,APR,1.2,Federal,Total US,00,TS,Total separations,
2019-05-01,2019,M05,MAY,1.2,Federal,Total US,00,HI,Hires,
2019-05-01,2019,M05,MAY,3.9,Federal,Total US,00,JO,Job openings,
2019-05-01,2019,M05,MAY,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2019-05-01,2019,M05,MAY,0.4,Federal,Total US,00,OS,Other separations,
2019-05-01,2019,M05,MAY,0.5,Federal,Total US,00,QU,Quits,
2019-05-01,2019,M05,MAY,1.2,Federal,Total US,00,TS,Total separations,
2019-06-01,2019,M06,JUN,1.1,Federal,Total US,00,HI,Hires,
2019-06-01,2019,M06,JUN,3.8,Federal,Total US,00,JO,Job openings,
2019-06-01,2019,M06,JUN,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2019-06-01,2019,M06,JUN,0.4,Federal,Total US,00,OS,Other separations,
2019-06-01,2019,M06,JUN,0.5,Federal,Total US,00,QU,Quits,
2019-06-01,2019,M06,JUN,1.2,Federal,Total US,00,TS,Total separations,
2019-07-01,2019,M07,JUL,1.3,Federal,Total US,00,HI,Hires,
2019-07-01,2019,M07,JUL,4.2,Federal,Total US,00,JO,Job openings,
2019-07-01,2019,M07,JUL,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2019-07-01,2019,M07,JUL,0.5,Federal,Total US,00,OS,Other separations,
2019-07-01,2019,M07,JUL,0.6,Federal,Total US,00,QU,Quits,
2019-07-01,2019,M07,JUL,1.3,Federal,Total US,00,TS,Total separations,
2019-08-01,2019,M08,AUG,2.4,Federal,Total US,00,HI,Hires,
2019-08-01,2019,M08,AUG,3.9,Federal,Total US,00,JO,Job openings,
2019-08-01,2019,M08,AUG,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2019-08-01,2019,M08,AUG,0.4,Federal,Total US,00,OS,Other separations,
2019-08-01,2019,M08,AUG,0.7,Federal,Total US,00,QU,Quits,
2019-08-01,2019,M08,AUG,1.5,Federal,Total US,00,TS,Total separations,
2019-09-01,2019,M09,SEP,1.4,Federal,Total US,00,HI,Hires,
2019-09-01,2019,M09,SEP,3.8,Federal,Total US,00,JO,Job openings,
2019-09-01,2019,M09,SEP,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2019-09-01,2019,M09,SEP,0.4,Federal,Total US,00,OS,Other separations,
2019-09-01,2019,M09,SEP,0.7,Federal,Total US,00,QU,Quits,
2019-09-01,2019,M09,SEP,1.4,Federal,Total US,00,TS,Total separations,
2019-10-01,2019,M10,OCT,1.5,Federal,Total US,00,HI,Hires,
2019-10-01,2019,M10,OCT,4.5,Federal,Total US,00,JO,Job openings,
2019-10-01,2019,M10,OCT,0.9,Federal,Total US,00,LD,Layoffs and discharges,
2019-10-01,2019,M10,OCT,0.4,Federal,Total US,00,OS,Other separations,
2019-10-01,2019,M10,OCT,0.7,Federal,Total US,00,QU,Quits,
2019-10-01,2019,M10,OCT,2,Federal,Total US,00,TS,Total separations,
2019-11-01,2019,M11,NOV,2.2,Federal,Total US,00,HI,Hires,
2019-11-01,2019,M11,NOV,4,Federal,Total US,00,JO,Job openings,
2019-11-01,2019,M11,NOV,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2019-11-01,2019,M11,NOV,0.4,Federal,Total US,00,OS,Other separations,
2019-11-01,2019,M11,NOV,0.6,Federal,Total US,00,QU,Quits,
2019-11-01,2019,M11,NOV,1.4,Federal,Total US,00,TS,Total separations,
2019-12-01,2019,M12,DEC,1.4,Federal,Total US,00,HI,Hires,
2019-12-01,2019,M12,DEC,3.3,Federal,Total US,00,JO,Job openings,
2019-12-01,2019,M12,DEC,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2019-12-01,2019,M12,DEC,0.5,Federal,Total US,00,OS,Other separations,
2019-12-01,2019,M12,DEC,0.8,Federal,Total US,00,QU,Quits,
2019-12-01,2019,M12,DEC,1.6,Federal,Total US,00,TS,Total separations,
2020-01-01,2020,M01,JAN,1.6,Federal,Total US,00,HI,Hires,
2020-01-01,2020,M01,JAN,4.4,Federal,Total US,00,JO,Job openings,
2020-01-01,2020,M01,JAN,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2020-01-01,2020,M01,JAN,0.4,Federal,Total US,00,OS,Other separations,
2020-01-01,2020,M01,JAN,0.6,Federal,Total US,00,QU,Quits,
2020-01-01,2020,M01,JAN,1.5,Federal,Total US,00,TS,Total separations,
2020-02-01,2020,M02,FEB,1.8,Federal,Total US,00,HI,Hires,
2020-02-01,2020,M02,FEB,4.1,Federal,Total US,00,JO,Job openings,
2020-02-01,2020,M02,FEB,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2020-02-01,2020,M02,FEB,0.5,Federal,Total US,00,OS,Other separations,
2020-02-01,2020,M02,FEB,0.7,Federal,Total US,00,QU,Quits,
2020-02-01,2020,M02,FEB,1.5,Federal,Total US,00,TS,Total separations,
2020-03-01,2020,M03,MAR,2,Federal,Total US,00,HI,Hires,
2020-03-01,2020,M03,MAR,4.1,Federal,Total US,00,JO,Job openings,
2020-03-01,2020,M03,MAR,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2020-03-01,2020,M03,MAR,0.4,Federal,Total US,00,OS,Other separations,
2020-03-01,2020,M03,MAR,0.7,Federal,Total US,00,QU,Quits,
2020-03-01,2020,M03,MAR,1.5,Federal,Total US,00,TS,Total separations,
2020-04-01,2020,M04,APR,1.6,Federal,Total US,00,HI,Hires,
2020-04-01,2020,M04,APR,3.6,Federal,Total US,00,JO,Job openings,
2020-04-01,2020,M04,APR,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2020-04-01,2020,M04,APR,0.4,Federal,Total US,00,OS,Other separations,
2020-04-01,2020,M04,APR,0.6,Federal,Total US,00,QU,Quits,
2020-04-01,2020,M04,APR,1.4,Federal,Total US,00,TS,Total separations,
2020-05-01,2020,M05,MAY,1.8,Federal,Total US,00,HI,Hires,
2020-05-01,2020,M05,MAY,2.5,Federal,Total US,00,JO,Job openings,
2020-05-01,2020,M05,MAY,0.9,Federal,Total US,00,LD,Layoffs and discharges,
2020-05-01,2020,M05,MAY,0.5,Federal,Total US,00,OS,Other separations,
2020-05-01,2020,M05,MAY,0.7,Federal,Total US,00,QU,Quits,
2020-05-01,2020,M05,MAY,2,Federal,Total US,00,TS,Total separations,
2020-06-01,2020,M06,JUN,1.3,Federal,Total US,00,HI,Hires,
2020-06-01,2020,M06,JUN,4,Federal,Total US,00,JO,Job openings,
2020-06-01,2020,M06,JUN,0.5,Federal,Total US,00,LD,Layoffs and discharges,
2020-06-01,2020,M06,JUN,0.4,Federal,Total US,00,OS,Other separations,
2020-06-01,2020,M06,JUN,0.6,Federal,Total US,00,QU,Quits,
2020-06-01,2020,M06,JUN,1.5,Federal,Total US,00,TS,Total separations,
2020-07-01,2020,M07,JUL,2.5,Federal,Total US,00,HI,Hires,
2020-07-01,2020,M07,JUL,9,Federal,Total US,00,JO,Job openings,
2020-07-01,2020,M07,JUL,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2020-07-01,2020,M07,JUL,0.5,Federal,Total US,00,OS,Other separations,
2020-07-01,2020,M07,JUL,0.7,Federal,Total US,00,QU,Quits,
2020-07-01,2020,M07,JUL,1.6,Federal,Total US,00,TS,Total separations,
2020-08-01,2020,M08,AUG,10.1,Federal,Total US,00,HI,Hires,
2020-08-01,2020,M08,AUG,3.6,Federal,Total US,00,JO,Job openings,
2020-08-01,2020,M08,AUG,0.8,Federal,Total US,00,LD,Layoffs and discharges,
2020-08-01,2020,M08,AUG,0.5,Federal,Total US,00,OS,Other separations,
2020-08-01,2020,M08,AUG,0.6,Federal,Total US,00,QU,Quits,
2020-08-01,2020,M08,AUG,1.9,Federal,Total US,00,TS,Total separations,
2020-09-01,2020,M09,SEP,1.9,Federal,Total US,00,HI,Hires,
2020-09-01,2020,M09,SEP,3.1,Federal,Total US,00,JO,Job openings,
2020-09-01,2020,M09,SEP,2,Federal,Total US,00,LD,Layoffs and discharges,
2020-09-01,2020,M09,SEP,0.4,Federal,Total US,00,OS,Other separations,
2020-09-01,2020,M09,SEP,0.6,Federal,Total US,00,QU,Quits,
2020-09-01,2020,M09,SEP,3,Federal,Total US,00,TS,Total separations,
2020-10-01,2020,M10,OCT,1.6,Federal,Total US,00,HI,Hires,
2020-10-01,2020,M10,OCT,3.3,Federal,Total US,00,JO,Job openings,
2020-10-01,2020,M10,OCT,5.1,Federal,Total US,00,LD,Layoffs and discharges,
2020-10-01,2020,M10,OCT,0.5,Federal,Total US,00,OS,Other separations,
2020-10-01,2020,M10,OCT,1,Federal,Total US,00,QU,Quits,
2020-10-01,2020,M10,OCT,6.6,Federal,Total US,00,TS,Total separations,
2020-11-01,2020,M11,NOV,2.4,Federal,Total US,00,HI,Hires,
2020-11-01,2020,M11,NOV,3.5,Federal,Total US,00,JO,Job openings,
2020-11-01,2020,M11,NOV,3.4,Federal,Total US,00,LD,Layoffs and discharges,
2020-11-01,2020,M11,NOV,0.4,Federal,Total US,00,OS,Other separations,
2020-11-01,2020,M11,NOV,0.8,Federal,Total US,00,QU,Quits,
2020-11-01,2020,M11,NOV,4.6,Federal,Total US,00,TS,Total separations,
2020-12-01,2020,M12,DEC,1.6,Federal,Total US,00,HI,Hires,
2020-12-01,2020,M12,DEC,3.3,Federal,Total US,00,JO,Job openings,
2020-12-01,2020,M12,DEC,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2020-12-01,2020,M12,DEC,0.6,Federal,Total US,00,OS,Other separations,
2020-12-01,2020,M12,DEC,0.7,Federal,Total US,00,QU,Quits,
2020-12-01,2020,M12,DEC,1.7,Federal,Total US,00,TS,Total separations,
2021-01-01,2021,M01,JAN,1.1,Federal,Total US,00,HI,Hires,
2021-01-01,2021,M01,JAN,2.7,Federal,Total US,00,JO,Job openings,
2021-01-01,2021,M01,JAN,0.6,Federal,Total US,00,LD,Layoffs and discharges,
2021-01-01,2021,M01,JAN,0.5,Federal,Total US,00,OS,Other separations,
2021-01-01,2021,M01,JAN,0.9,Federal,Total US,00,QU,Quits,
2021-01-01,2021,M01,JAN,2,Federal,Total US,00,TS,Total separations,
2021-02-01,2021,M02,FEB,1.3,Federal,Total US,00,HI,Hires,
2021-02-01,2021,M02,FEB,3,Federal,Total US,00,JO,Job openings,
2021-02-01,2021,M02,FEB,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2021-02-01,2021,M02,FEB,0.4,Federal,Total US,00,OS,Other separations,
2021-02-01,2021,M02,FEB,0.6,Federal,Total US,00,QU,Quits,
2021-02-01,2021,M02,FEB,1.4,Federal,Total US,00,TS,Total separations,
2021-03-01,2021,M03,MAR,1.2,Federal,Total US,00,HI,Hires,
2021-03-01,2021,M03,MAR,4.2,Federal,Total US,00,JO,Job openings,
2021-03-01,2021,M03,MAR,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2021-03-01,2021,M03,MAR,0.4,Federal,Total US,00,OS,Other separations,
2021-03-01,2021,M03,MAR,0.6,Federal,Total US,00,QU,Quits,
2021-03-01,2021,M03,MAR,1.3,Federal,Total US,00,TS,Total separations,
2021-04-01,2021,M04,APR,1.5,Federal,Total US,00,HI,Hires,
2021-04-01,2021,M04,APR,4.7,Federal,Total US,00,JO,Job openings,
2021-04-01,2021,M04,APR,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2021-04-01,2021,M04,APR,0.4,Federal,Total US,00,OS,Other separations,
2021-04-01,2021,M04,APR,0.6,Federal,Total US,00,QU,Quits,
2021-04-01,2021,M04,APR,1.3,Federal,Total US,00,TS,Total separations,
2021-05-01,2021,M05,MAY,1.2,Federal,Total US,00,HI,Hires,
2021-05-01,2021,M05,MAY,4.2,Federal,Total US,00,JO,Job openings,
2021-05-01,2021,M05,MAY,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2021-05-01,2021,M05,MAY,0.4,Federal,Total US,00,OS,Other separations,
2021-05-01,2021,M05,MAY,0.8,Federal,Total US,00,QU,Quits,
2021-05-01,2021,M05,MAY,1.5,Federal,Total US,00,TS,Total separations,
2021-06-01,2021,M06,JUN,1.3,Federal,Total US,00,HI,Hires,
2021-06-01,2021,M06,JUN,4,Federal,Total US,00,JO,Job openings,
2021-06-01,2021,M06,JUN,0.4,Federal,Total US,00,LD,Layoffs and discharges,
2021-06-01,2021,M06,JUN,0.5,Federal,Total US,00,OS,Other separations,
2021-06-01,2021,M06,JUN,0.9,Federal,Total US,00,QU,Quits,
2021-06-01,2021,M06,JUN,1.7,Federal,Total US,00,TS,Total separations,
2021-07-01,2021,M07,JUL,1.7,Federal,Total US,00,HI,Hires,
2021-07-01,2021,M07,JUL,4,Federal,Total US,00,JO,Job openings,
2021-07-01,2021,M07,JUL,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2021-07-01,2021,M07,JUL,0.5,Federal,Total US,00,OS,Other separations,
2021-07-01,2021,M07,JUL,0.7,Federal,Total US,00,QU,Quits,
2021-07-01,2021,M07,JUL,1.4,Federal,Total US,00,TS,Total separations,
2021-08-01,2021,M08,AUG,1.6,Federal,Total US,00,HI,Hires,
2021-08-01,2021,M08,AUG,4.5,Federal,Total US,00,JO,Job openings,
2021-08-01,2021,M08,AUG,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2021-08-01,2021,M08,AUG,0.5,Federal,Total US,00,OS,Other separations,
2021-08-01,2021,M08,AUG,0.7,Federal,Total US,00,QU,Quits,
2021-08-01,2021,M08,AUG,1.5,Federal,Total US,00,TS,Total separations,
2021-09-01,2021,M09,SEP,1.4,Federal,Total US,00,HI,Hires,
2021-09-01,2021,M09,SEP,4.6,Federal,Total US,00,JO,Job openings,
2021-09-01,2021,M09,SEP,0.3,Federal,Total US,00,LD,Layoffs and discharges,
2021-09-01,2021,M09,SEP,0.4,Federal,Total US,00,OS,Other separations,
2021-09-01,2021,M09,SEP,0.8,Federal,Total US,00,QU,Quits,
2021-09-01,2021,M09,SEP,1.5,Federal,Total US,00,TS,Total separations,
2019-01-01,2019,M01,JAN,1.6,Finance and insurance,Total US,00,HI,Hires,
2019-01-01,2019,M01,JAN,4.3,Finance and insurance,Total US,00,JO,Job openings,
2019-01-01,2019,M01,JAN,0.5,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-01-01,2019,M01,JAN,0.2,Finance and insurance,Total US,00,OS,Other separations,
2019-01-01,2019,M01,JAN,1,Finance and insurance,Total US,00,QU,Quits,
2019-01-01,2019,M01,JAN,1.7,Finance and insurance,Total US,00,TS,Total separations,
2019-02-01,2019,M02,FEB,2.1,Finance and insurance,Total US,00,HI,Hires,
2019-02-01,2019,M02,FEB,4,Finance and insurance,Total US,00,JO,Job openings,
2019-02-01,2019,M02,FEB,0.4,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-02-01,2019,M02,FEB,0.5,Finance and insurance,Total US,00,OS,Other separations,
2019-02-01,2019,M02,FEB,1.2,Finance and insurance,Total US,00,QU,Quits,
2019-02-01,2019,M02,FEB,2.2,Finance and insurance,Total US,00,TS,Total separations,
2019-03-01,2019,M03,MAR,2.1,Finance and insurance,Total US,00,HI,Hires,
2019-03-01,2019,M03,MAR,3.6,Finance and insurance,Total US,00,JO,Job openings,
2019-03-01,2019,M03,MAR,0.3,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-03-01,2019,M03,MAR,0.4,Finance and insurance,Total US,00,OS,Other separations,
2019-03-01,2019,M03,MAR,1,Finance and insurance,Total US,00,QU,Quits,
2019-03-01,2019,M03,MAR,1.8,Finance and insurance,Total US,00,TS,Total separations,
2019-04-01,2019,M04,APR,2.3,Finance and insurance,Total US,00,HI,Hires,
2019-04-01,2019,M04,APR,3.6,Finance and insurance,Total US,00,JO,Job openings,
2019-04-01,2019,M04,APR,0.4,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-04-01,2019,M04,APR,0.3,Finance and insurance,Total US,00,OS,Other separations,
2019-04-01,2019,M04,APR,1.4,Finance and insurance,Total US,00,QU,Quits,
2019-04-01,2019,M04,APR,2.1,Finance and insurance,Total US,00,TS,Total separations,
2019-05-01,2019,M05,MAY,2.2,Finance and insurance,Total US,00,HI,Hires,
2019-05-01,2019,M05,MAY,4.1,Finance and insurance,Total US,00,JO,Job openings,
2019-05-01,2019,M05,MAY,0.4,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-05-01,2019,M05,MAY,0.3,Finance and insurance,Total US,00,OS,Other separations,
2019-05-01,2019,M05,MAY,1.3,Finance and insurance,Total US,00,QU,Quits,
2019-05-01,2019,M05,MAY,2,Finance and insurance,Total US,00,TS,Total separations,
2019-06-01,2019,M06,JUN,2.1,Finance and insurance,Total US,00,HI,Hires,
2019-06-01,2019,M06,JUN,4.1,Finance and insurance,Total US,00,JO,Job openings,
2019-06-01,2019,M06,JUN,0.5,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-06-01,2019,M06,JUN,0.2,Finance and insurance,Total US,00,OS,Other separations,
2019-06-01,2019,M06,JUN,1.2,Finance and insurance,Total US,00,QU,Quits,
2019-06-01,2019,M06,JUN,2,Finance and insurance,Total US,00,TS,Total separations,
2019-07-01,2019,M07,JUL,2.6,Finance and insurance,Total US,00,HI,Hires,
2019-07-01,2019,M07,JUL,3.9,Finance and insurance,Total US,00,JO,Job openings,
2019-07-01,2019,M07,JUL,0.5,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-07-01,2019,M07,JUL,0.4,Finance and insurance,Total US,00,OS,Other separations,
2019-07-01,2019,M07,JUL,1.4,Finance and insurance,Total US,00,QU,Quits,
2019-07-01,2019,M07,JUL,2.2,Finance and insurance,Total US,00,TS,Total separations,
2019-08-01,2019,M08,AUG,2.4,Finance and insurance,Total US,00,HI,Hires,
2019-08-01,2019,M08,AUG,4.2,Finance and insurance,Total US,00,JO,Job openings,
2019-08-01,2019,M08,AUG,0.5,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-08-01,2019,M08,AUG,0.3,Finance and insurance,Total US,00,OS,Other separations,
2019-08-01,2019,M08,AUG,1.4,Finance and insurance,Total US,00,QU,Quits,
2019-08-01,2019,M08,AUG,2.3,Finance and insurance,Total US,00,TS,Total separations,
2019-09-01,2019,M09,SEP,2.2,Finance and insurance,Total US,00,HI,Hires,
2019-09-01,2019,M09,SEP,4.1,Finance and insurance,Total US,00,JO,Job openings,
2019-09-01,2019,M09,SEP,0.4,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-09-01,2019,M09,SEP,0.3,Finance and insurance,Total US,00,OS,Other separations,
2019-09-01,2019,M09,SEP,1.4,Finance and insurance,Total US,00,QU,Quits,
2019-09-01,2019,M09,SEP,2.1,Finance and insurance,Total US,00,TS,Total separations,
2019-10-01,2019,M10,OCT,2.1,Finance and insurance,Total US,00,HI,Hires,
2019-10-01,2019,M10,OCT,4.8,Finance and insurance,Total US,00,JO,Job openings,
2019-10-01,2019,M10,OCT,0.3,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-10-01,2019,M10,OCT,0.3,Finance and insurance,Total US,00,OS,Other separations,
2019-10-01,2019,M10,OCT,1.4,Finance and insurance,Total US,00,QU,Quits,
2019-10-01,2019,M10,OCT,2,Finance and insurance,Total US,00,TS,Total separations,
2019-11-01,2019,M11,NOV,2.3,Finance and insurance,Total US,00,HI,Hires,
2019-11-01,2019,M11,NOV,4,Finance and insurance,Total US,00,JO,Job openings,
2019-11-01,2019,M11,NOV,0.3,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-11-01,2019,M11,NOV,0.3,Finance and insurance,Total US,00,OS,Other separations,
2019-11-01,2019,M11,NOV,1.6,Finance and insurance,Total US,00,QU,Quits,
2019-11-01,2019,M11,NOV,2.2,Finance and insurance,Total US,00,TS,Total separations,
2019-12-01,2019,M12,DEC,2.1,Finance and insurance,Total US,00,HI,Hires,
2019-12-01,2019,M12,DEC,3.4,Finance and insurance,Total US,00,JO,Job openings,
2019-12-01,2019,M12,DEC,0.4,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2019-12-01,2019,M12,DEC,0.3,Finance and insurance,Total US,00,OS,Other separations,
2019-12-01,2019,M12,DEC,1.3,Finance and insurance,Total US,00,QU,Quits,
2019-12-01,2019,M12,DEC,2,Finance and insurance,Total US,00,TS,Total separations,
2020-01-01,2020,M01,JAN,2.2,Finance and insurance,Total US,00,HI,Hires,
2020-01-01,2020,M01,JAN,4.7,Finance and insurance,Total US,00,JO,Job openings,
2020-01-01,2020,M01,JAN,0.5,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-01-01,2020,M01,JAN,0.3,Finance and insurance,Total US,00,OS,Other separations,
2020-01-01,2020,M01,JAN,1.3,Finance and insurance,Total US,00,QU,Quits,
2020-01-01,2020,M01,JAN,2.1,Finance and insurance,Total US,00,TS,Total separations,
2020-02-01,2020,M02,FEB,2.4,Finance and insurance,Total US,00,HI,Hires,
2020-02-01,2020,M02,FEB,4.6,Finance and insurance,Total US,00,JO,Job openings,
2020-02-01,2020,M02,FEB,0.7,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-02-01,2020,M02,FEB,0.3,Finance and insurance,Total US,00,OS,Other separations,
2020-02-01,2020,M02,FEB,1.4,Finance and insurance,Total US,00,QU,Quits,
2020-02-01,2020,M02,FEB,2.3,Finance and insurance,Total US,00,TS,Total separations,
2020-03-01,2020,M03,MAR,2.4,Finance and insurance,Total US,00,HI,Hires,
2020-03-01,2020,M03,MAR,3.9,Finance and insurance,Total US,00,JO,Job openings,
2020-03-01,2020,M03,MAR,1.3,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-03-01,2020,M03,MAR,0.3,Finance and insurance,Total US,00,OS,Other separations,
2020-03-01,2020,M03,MAR,1.2,Finance and insurance,Total US,00,QU,Quits,
2020-03-01,2020,M03,MAR,2.8,Finance and insurance,Total US,00,TS,Total separations,
2020-04-01,2020,M04,APR,1.9,Finance and insurance,Total US,00,HI,Hires,
2020-04-01,2020,M04,APR,2.8,Finance and insurance,Total US,00,JO,Job openings,
2020-04-01,2020,M04,APR,0.9,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-04-01,2020,M04,APR,0.1,Finance and insurance,Total US,00,OS,Other separations,
2020-04-01,2020,M04,APR,0.8,Finance and insurance,Total US,00,QU,Quits,
2020-04-01,2020,M04,APR,1.8,Finance and insurance,Total US,00,TS,Total separations,
2020-05-01,2020,M05,MAY,1.7,Finance and insurance,Total US,00,HI,Hires,
2020-05-01,2020,M05,MAY,3.5,Finance and insurance,Total US,00,JO,Job openings,
2020-05-01,2020,M05,MAY,0.4,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-05-01,2020,M05,MAY,0.2,Finance and insurance,Total US,00,OS,Other separations,
2020-05-01,2020,M05,MAY,1.1,Finance and insurance,Total US,00,QU,Quits,
2020-05-01,2020,M05,MAY,1.8,Finance and insurance,Total US,00,TS,Total separations,
2020-06-01,2020,M06,JUN,2,Finance and insurance,Total US,00,HI,Hires,
2020-06-01,2020,M06,JUN,3.7,Finance and insurance,Total US,00,JO,Job openings,
2020-06-01,2020,M06,JUN,1.1,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-06-01,2020,M06,JUN,0.3,Finance and insurance,Total US,00,OS,Other separations,
2020-06-01,2020,M06,JUN,1,Finance and insurance,Total US,00,QU,Quits,
2020-06-01,2020,M06,JUN,2.4,Finance and insurance,Total US,00,TS,Total separations,
2020-07-01,2020,M07,JUL,2.1,Finance and insurance,Total US,00,HI,Hires,
2020-07-01,2020,M07,JUL,3.5,Finance and insurance,Total US,00,JO,Job openings,
2020-07-01,2020,M07,JUL,0.7,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-07-01,2020,M07,JUL,0.4,Finance and insurance,Total US,00,OS,Other separations,
2020-07-01,2020,M07,JUL,0.9,Finance and insurance,Total US,00,QU,Quits,
2020-07-01,2020,M07,JUL,2,Finance and insurance,Total US,00,TS,Total separations,
2020-08-01,2020,M08,AUG,2.3,Finance and insurance,Total US,00,HI,Hires,
2020-08-01,2020,M08,AUG,3.2,Finance and insurance,Total US,00,JO,Job openings,
2020-08-01,2020,M08,AUG,0.4,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-08-01,2020,M08,AUG,0.4,Finance and insurance,Total US,00,OS,Other separations,
2020-08-01,2020,M08,AUG,1.6,Finance and insurance,Total US,00,QU,Quits,
2020-08-01,2020,M08,AUG,2.3,Finance and insurance,Total US,00,TS,Total separations,
2020-09-01,2020,M09,SEP,2.5,Finance and insurance,Total US,00,HI,Hires,
2020-09-01,2020,M09,SEP,3.5,Finance and insurance,Total US,00,JO,Job openings,
2020-09-01,2020,M09,SEP,0.4,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-09-01,2020,M09,SEP,0.5,Finance and insurance,Total US,00,OS,Other separations,
2020-09-01,2020,M09,SEP,1.1,Finance and insurance,Total US,00,QU,Quits,
2020-09-01,2020,M09,SEP,2,Finance and insurance,Total US,00,TS,Total separations,
2020-10-01,2020,M10,OCT,2.3,Finance and insurance,Total US,00,HI,Hires,
2020-10-01,2020,M10,OCT,3.3,Finance and insurance,Total US,00,JO,Job openings,
2020-10-01,2020,M10,OCT,0.3,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-10-01,2020,M10,OCT,0.5,Finance and insurance,Total US,00,OS,Other separations,
2020-10-01,2020,M10,OCT,1.2,Finance and insurance,Total US,00,QU,Quits,
2020-10-01,2020,M10,OCT,2,Finance and insurance,Total US,00,TS,Total separations,
2020-11-01,2020,M11,NOV,2.2,Finance and insurance,Total US,00,HI,Hires,
2020-11-01,2020,M11,NOV,3.2,Finance and insurance,Total US,00,JO,Job openings,
2020-11-01,2020,M11,NOV,0.5,Finance and insurance,Total US,00,LD,Layoffs and discharges,
2020-11-01,2020,M11,NOV,0.2,Finance and insurance,Total US,00,OS,Other separations,
2020-11-01,2020,M11,NOV,1.3,Finance and insurance,Total US,00,QU,Quits,
