year,period,month,rate,ratelevel_code,industry_text,state_text,state_code,dataelement_code,dataelement_text
2021,M01,1,3.8,R,Total nonfarm,New York,36,JO,Job openings
2019,M01,1,1.6,R,Total nonfarm,New York,36,LD,Layoffs and discharges
2020,M01,1,1.4,R,Total nonfarm,New York,36,LD,Layoffs and discharges
2021,M01,1,1.6,R,Total nonfarm,New York,36,LD,Layoffs and discharges
2019,M01,1,1.6,R,Total nonfarm,New York,36,QU,Quits
2020,M01,1,1.7,R,Total nonfarm,New York,36,QU,Quits
2021,M01,1,1.4,R,Total nonfarm,New York,36,QU,Quits
2019,M01,1,3.3,R,Total nonfarm,New York,36,TS,Total separations
2020,M01,1,3.3,R,Total nonfarm,New York,36,TS,Total separations
2021,M01,1,3.2,R,Total nonfarm,New York,36,TS,Total separations
2019,M01,1,4.7,R,Total nonfarm,North Carolina,37,HI,Hires
2020,M01,1,5.0,R,Total nonfarm,North Carolina,37,HI,Hires
2021,M01,1,5.0,R,Total nonfarm,North Carolina,37,HI,Hires
2019,M01,1,6.0,R,Total nonfarm,North Carolina,37,JO,Job openings
2020,M01,1,4.8,R,Total nonfarm,North Carolina,37,JO,Job openings
2021,M01,1,6.2,R,Total nonfarm,North Carolina,37,JO,Job openings
2019,M01,1,1.8,R,Total nonfarm,North Carolina,37,LD,Layoffs and discharges
2020,M01,1,1.3,R,Total nonfarm,North Carolina,37,LD,Layoffs and discharges
2021,M01,1,1.2,R,Total nonfarm,North Carolina,37,LD,Layoffs and discharges
2019,M01,1,3.1,R,Total nonfarm,North Carolina,37,QU,Quits
2020,M01,1,2.5,R,Total nonfarm,North Carolina,37,QU,Quits
2021,M01,1,2.8,R,Total nonfarm,North Carolina,37,QU,Quits
2019,M01,1,5.1,R,Total nonfarm,North Carolina,37,TS,Total separations
2020,M01,1,4.2,R,Total nonfarm,North Carolina,37,TS,Total separations
2021,M01,1,4.3,R,Total nonfarm,North Carolina,37,TS,Total separations
2019,M01,1,4.4,R,Total nonfarm,North Carolina,37,HI,Hires
2020,M01,1,4.6,R,Total nonfarm,North Carolina,37,HI,Hires
2021,M01,1,4.7,R,Total nonfarm,North Carolina,37,HI,Hires
2019,M01,1,5.9,R,Total nonfarm,North Carolina,37,JO,Job openings
2020,M01,1,4.7,R,Total nonfarm,North Carolina,37,JO,Job openings
2021,M01,1,6.2,R,Total nonfarm,North Carolina,37,JO,Job openings
2019,M01,1,2.1,R,Total nonfarm,North Carolina,37,LD,Layoffs and discharges
2020,M01,1,1.6,R,Total nonfarm,North Carolina,37,LD,Layoffs and discharges
2021,M01,1,1.5,R,Total nonfarm,North Carolina,37,LD,Layoffs and discharges
2019,M01,1,3.1,R,Total nonfarm,North Carolina,37,QU,Quits
2020,M01,1,2.5,R,Total nonfarm,North Carolina,37,QU,Quits
2021,M01,1,3.0,R,Total nonfarm,North Carolina,37,QU,Quits
2019,M01,1,5.5,R,Total nonfarm,North Carolina,37,TS,Total separations
2020,M01,1,4.5,R,Total nonfarm,North Carolina,37,TS,Total separations
2021,M01,1,4.9,R,Total nonfarm,North Carolina,37,TS,Total separations
2019,M01,1,5.9,R,Total nonfarm,North Dakota,38,HI,Hires
2020,M01,1,4.1,R,Total nonfarm,North Dakota,38,HI,Hires
2021,M01,1,4.1,R,Total nonfarm,North Dakota,38,HI,Hires
2019,M01,1,8.1,R,Total nonfarm,North Dakota,38,JO,Job openings
2020,M01,1,4.8,R,Total nonfarm,North Dakota,38,JO,Job openings
2021,M01,1,4.6,R,Total nonfarm,North Dakota,38,JO,Job openings
2019,M01,1,1.6,R,Total nonfarm,North Dakota,38,LD,Layoffs and discharges
2020,M01,1,1.4,R,Total nonfarm,North Dakota,38,LD,Layoffs and discharges
2021,M01,1,1.5,R,Total nonfarm,North Dakota,38,LD,Layoffs and discharges
2019,M01,1,3.4,R,Total nonfarm,North Dakota,38,QU,Quits
2020,M01,1,2.7,R,Total nonfarm,North Dakota,38,QU,Quits
2021,M01,1,2.7,R,Total nonfarm,North Dakota,38,QU,Quits
2019,M01,1,5.2,R,Total nonfarm,North Dakota,38,TS,Total separations
2020,M01,1,4.3,R,Total nonfarm,North Dakota,38,TS,Total separations
2021,M01,1,4.4,R,Total nonfarm,North Dakota,38,TS,Total separations
2019,M01,1,5.7,R,Total nonfarm,North Dakota,38,HI,Hires
2020,M01,1,3.9,R,Total nonfarm,North Dakota,38,HI,Hires
2021,M01,1,4.0,R,Total nonfarm,North Dakota,38,HI,Hires
2019,M01,1,8.2,R,Total nonfarm,North Dakota,38,JO,Job openings
2020,M01,1,4.9,R,Total nonfarm,North Dakota,38,JO,Job openings
2021,M01,1,4.7,R,Total nonfarm,North Dakota,38,JO,Job openings
2019,M01,1,2.3,R,Total nonfarm,North Dakota,38,LD,Layoffs and discharges
2020,M01,1,2.1,R,Total nonfarm,North Dakota,38,LD,Layoffs and discharges
2021,M01,1,2.2,R,Total nonfarm,North Dakota,38,LD,Layoffs and discharges
2019,M01,1,3.2,R,Total nonfarm,North Dakota,38,QU,Quits
2020,M01,1,2.4,R,Total nonfarm,North Dakota,38,QU,Quits
2021,M01,1,2.3,R,Total nonfarm,North Dakota,38,QU,Quits
2019,M01,1,5.7,R,Total nonfarm,North Dakota,38,TS,Total separations
2020,M01,1,4.8,R,Total nonfarm,North Dakota,38,TS,Total separations
2021,M01,1,4.8,R,Total nonfarm,North Dakota,38,TS,Total separations
2019,M01,1,3.6,R,Total nonfarm,Ohio,39,HI,Hires
2020,M01,1,3.4,R,Total nonfarm,Ohio,39,HI,Hires
2021,M01,1,4.0,R,Total nonfarm,Ohio,39,HI,Hires
2019,M01,1,5.3,R,Total nonfarm,Ohio,39,JO,Job openings
2020,M01,1,4.3,R,Total nonfarm,Ohio,39,JO,Job openings
2021,M01,1,4.6,R,Total nonfarm,Ohio,39,JO,Job openings
2019,M01,1,1.2,R,Total nonfarm,Ohio,39,LD,Layoffs and discharges
2020,M01,1,1.2,R,Total nonfarm,Ohio,39,LD,Layoffs and discharges
2021,M01,1,0.9,R,Total nonfarm,Ohio,39,LD,Layoffs and discharges
2019,M01,1,2.6,R,Total nonfarm,Ohio,39,QU,Quits
2020,M01,1,2.2,R,Total nonfarm,Ohio,39,QU,Quits
2021,M01,1,2.5,R,Total nonfarm,Ohio,39,QU,Quits
2019,M01,1,4.1,R,Total nonfarm,Ohio,39,TS,Total separations
2020,M01,1,3.5,R,Total nonfarm,Ohio,39,TS,Total separations
2021,M01,1,3.6,R,Total nonfarm,Ohio,39,TS,Total separations
2019,M01,1,3.2,R,Total nonfarm,Ohio,39,HI,Hires
2020,M01,1,3.0,R,Total nonfarm,Ohio,39,HI,Hires
2021,M01,1,3.6,R,Total nonfarm,Ohio,39,HI,Hires
2019,M01,1,5.3,R,Total nonfarm,Ohio,39,JO,Job openings
2020,M01,1,4.3,R,Total nonfarm,Ohio,39,JO,Job openings
2021,M01,1,4.5,R,Total nonfarm,Ohio,39,JO,Job openings
2019,M01,1,1.7,R,Total nonfarm,Ohio,39,LD,Layoffs and discharges
2020,M01,1,1.7,R,Total nonfarm,Ohio,39,LD,Layoffs and discharges
2021,M01,1,1.4,R,Total nonfarm,Ohio,39,LD,Layoffs and discharges
2019,M01,1,2.5,R,Total nonfarm,Ohio,39,QU,Quits
2020,M01,1,2.0,R,Total nonfarm,Ohio,39,QU,Quits
2021,M01,1,2.5,R,Total nonfarm,Ohio,39,QU,Quits
2019,M01,1,4.5,R,Total nonfarm,Ohio,39,TS,Total separations
2020,M01,1,3.9,R,Total nonfarm,Ohio,39,TS,Total separations
2021,M01,1,4.1,R,Total nonfarm,Ohio,39,TS,Total separations
2019,M01,1,4.2,R,Total nonfarm,Oklahoma,40,HI,Hires
2020,M01,1,4.5,R,Total nonfarm,Oklahoma,40,HI,Hires
2021,M01,1,3.9,R,Total nonfarm,Oklahoma,40,HI,Hires
2019,M01,1,4.3,R,Total nonfarm,Oklahoma,40,JO,Job openings
2020,M01,1,4.6,R,Total nonfarm,Oklahoma,40,JO,Job openings
2021,M01,1,5.2,R,Total nonfarm,Oklahoma,40,JO,Job openings
2019,M01,1,1.2,R,Total nonfarm,Oklahoma,40,LD,Layoffs and discharges
2020,M01,1,1.1,R,Total nonfarm,Oklahoma,40,LD,Layoffs and discharges
2021,M01,1,1.2,R,Total nonfarm,Oklahoma,40,LD,Layoffs and discharges
2019,M01,1,3.0,R,Total nonfarm,Oklahoma,40,QU,Quits
2020,M01,1,2.7,R,Total nonfarm,Oklahoma,40,QU,Quits
2021,M01,1,3.1,R,Total nonfarm,Oklahoma,40,QU,Quits
2019,M01,1,4.5,R,Total nonfarm,Oklahoma,40,TS,Total separations
2020,M01,1,4.0,R,Total nonfarm,Oklahoma,40,TS,Total separations
2021,M01,1,4.6,R,Total nonfarm,Oklahoma,40,TS,Total separations
2019,M01,1,4.4,R,Total nonfarm,Oklahoma,40,HI,Hires
2020,M01,1,4.6,R,Total nonfarm,Oklahoma,40,HI,Hires
2021,M01,1,4.1,R,Total nonfarm,Oklahoma,40,HI,Hires
2019,M01,1,4.5,R,Total nonfarm,Oklahoma,40,JO,Job openings
2020,M01,1,4.8,R,Total nonfarm,Oklahoma,40,JO,Job openings
2021,M01,1,5.2,R,Total nonfarm,Oklahoma,40,JO,Job openings
2019,M01,1,1.5,R,Total nonfarm,Oklahoma,40,LD,Layoffs and discharges
2020,M01,1,1.3,R,Total nonfarm,Oklahoma,40,LD,Layoffs and discharges
2021,M01,1,1.5,R,Total nonfarm,Oklahoma,40,LD,Layoffs and discharges
2019,M01,1,3.1,R,Total nonfarm,Oklahoma,40,QU,Quits
2020,M01,1,2.7,R,Total nonfarm,Oklahoma,40,QU,Quits
2021,M01,1,3.4,R,Total nonfarm,Oklahoma,40,QU,Quits
2019,M01,1,5.0,R,Total nonfarm,Oklahoma,40,TS,Total separations
2020,M01,1,4.3,R,Total nonfarm,Oklahoma,40,TS,Total separations
2021,M01,1,5.1,R,Total nonfarm,Oklahoma,40,TS,Total separations
2019,M01,1,4.5,R,Total nonfarm,Oregon,41,HI,Hires
2020,M01,1,5.1,R,Total nonfarm,Oregon,41,HI,Hires
2021,M01,1,4.0,R,Total nonfarm,Oregon,41,HI,Hires
2019,M01,1,5.3,R,Total nonfarm,Oregon,41,JO,Job openings
2020,M01,1,5.2,R,Total nonfarm,Oregon,41,JO,Job openings
2021,M01,1,5.4,R,Total nonfarm,Oregon,41,JO,Job openings
2019,M01,1,1.2,R,Total nonfarm,Oregon,41,LD,Layoffs and discharges
2020,M01,1,1.2,R,Total nonfarm,Oregon,41,LD,Layoffs and discharges
2021,M01,1,1.5,R,Total nonfarm,Oregon,41,LD,Layoffs and discharges
2019,M01,1,2.8,R,Total nonfarm,Oregon,41,QU,Quits
2020,M01,1,2.6,R,Total nonfarm,Oregon,41,QU,Quits
2021,M01,1,2.7,R,Total nonfarm,Oregon,41,QU,Quits
2019,M01,1,4.2,R,Total nonfarm,Oregon,41,TS,Total separations
2020,M01,1,4.1,R,Total nonfarm,Oregon,41,TS,Total separations
2021,M01,1,4.5,R,Total nonfarm,Oregon,41,TS,Total separations
2019,M01,1,4.5,R,Total nonfarm,Oregon,41,HI,Hires
2020,M01,1,5.2,R,Total nonfarm,Oregon,41,HI,Hires
2021,M01,1,3.8,R,Total nonfarm,Oregon,41,HI,Hires
2019,M01,1,5.3,R,Total nonfarm,Oregon,41,JO,Job openings
2020,M01,1,5.3,R,Total nonfarm,Oregon,41,JO,Job openings
2021,M01,1,5.7,R,Total nonfarm,Oregon,41,JO,Job openings
2019,M01,1,1.5,R,Total nonfarm,Oregon,41,LD,Layoffs and discharges
2020,M01,1,1.6,R,Total nonfarm,Oregon,41,LD,Layoffs and discharges
2021,M01,1,1.9,R,Total nonfarm,Oregon,41,LD,Layoffs and discharges
2019,M01,1,2.5,R,Total nonfarm,Oregon,41,QU,Quits
2020,M01,1,2.3,R,Total nonfarm,Oregon,41,QU,Quits
2021,M01,1,2.4,R,Total nonfarm,Oregon,41,QU,Quits
2019,M01,1,4.2,R,Total nonfarm,Oregon,41,TS,Total separations
2020,M01,1,4.1,R,Total nonfarm,Oregon,41,TS,Total separations
2021,M01,1,4.7,R,Total nonfarm,Oregon,41,TS,Total separations
2019,M01,1,3.1,R,Total nonfarm,Pennsylvania,42,HI,Hires
2020,M01,1,3.2,R,Total nonfarm,Pennsylvania,42,HI,Hires
2021,M01,1,3.6,R,Total nonfarm,Pennsylvania,42,HI,Hires
2019,M01,1,4.7,R,Total nonfarm,Pennsylvania,42,JO,Job openings
2020,M01,1,4.4,R,Total nonfarm,Pennsylvania,42,JO,Job openings
2021,M01,1,4.8,R,Total nonfarm,Pennsylvania,42,JO,Job openings
2019,M01,1,0.8,R,Total nonfarm,Pennsylvania,42,LD,Layoffs and discharges
2020,M01,1,1.5,R,Total nonfarm,Pennsylvania,42,LD,Layoffs and discharges
2021,M01,1,1.5,R,Total nonfarm,Pennsylvania,42,LD,Layoffs and discharges
2019,M01,1,1.6,R,Total nonfarm,Pennsylvania,42,QU,Quits
2020,M01,1,2.0,R,Total nonfarm,Pennsylvania,42,QU,Quits
2021,M01,1,1.8,R,Total nonfarm,Pennsylvania,42,QU,Quits
2019,M01,1,2.6,R,Total nonfarm,Pennsylvania,42,TS,Total separations
2020,M01,1,3.7,R,Total nonfarm,Pennsylvania,42,TS,Total separations
2021,M01,1,3.5,R,Total nonfarm,Pennsylvania,42,TS,Total separations
2019,M01,1,2.8,R,Total nonfarm,Pennsylvania,42,HI,Hires
2020,M01,1,2.9,R,Total nonfarm,Pennsylvania,42,HI,Hires
2021,M01,1,3.1,R,Total nonfarm,Pennsylvania,42,HI,Hires
2019,M01,1,4.7,R,Total nonfarm,Pennsylvania,42,JO,Job openings
2020,M01,1,4.4,R,Total nonfarm,Pennsylvania,42,JO,Job openings
2021,M01,1,4.8,R,Total nonfarm,Pennsylvania,42,JO,Job openings
2019,M01,1,1.0,R,Total nonfarm,Pennsylvania,42,LD,Layoffs and discharges
2020,M01,1,1.7,R,Total nonfarm,Pennsylvania,42,LD,Layoffs and discharges
2021,M01,1,1.8,R,Total nonfarm,Pennsylvania,42,LD,Layoffs and discharges
2019,M01,1,1.6,R,Total nonfarm,Pennsylvania,42,QU,Quits
2020,M01,1,1.9,R,Total nonfarm,Pennsylvania,42,QU,Quits
2021,M01,1,1.8,R,Total nonfarm,Pennsylvania,42,QU,Quits
2019,M01,1,2.9,R,Total nonfarm,Pennsylvania,42,TS,Total separations
2020,M01,1,4.0,R,Total nonfarm,Pennsylvania,42,TS,Total separations
2021,M01,1,3.9,R,Total nonfarm,Pennsylvania,42,TS,Total separations
2019,M01,1,4.2,R,Total nonfarm,Rhode Island,44,HI,Hires
2020,M01,1,3.8,R,Total nonfarm,Rhode Island,44,HI,Hires
2021,M01,1,4.5,R,Total nonfarm,Rhode Island,44,HI,Hires
2019,M01,1,5.3,R,Total nonfarm,Rhode Island,44,JO,Job openings
2020,M01,1,4.5,R,Total nonfarm,Rhode Island,44,JO,Job openings
2021,M01,1,4.9,R,Total nonfarm,Rhode Island,44,JO,Job openings
2019,M01,1,1.2,R,Total nonfarm,Rhode Island,44,LD,Layoffs and discharges
2020,M01,1,1.4,R,Total nonfarm,Rhode Island,44,LD,Layoffs and discharges
2021,M01,1,1.5,R,Total nonfarm,Rhode Island,44,LD,Layoffs and discharges
2019,M01,1,1.8,R,Total nonfarm,Rhode Island,44,QU,Quits
2020,M01,1,1.8,R,Total nonfarm,Rhode Island,44,QU,Quits
2021,M01,1,1.9,R,Total nonfarm,Rhode Island,44,QU,Quits
2019,M01,1,3.2,R,Total nonfarm,Rhode Island,44,TS,Total separations
2020,M01,1,3.4,R,Total nonfarm,Rhode Island,44,TS,Total separations
2021,M01,1,3.9,R,Total nonfarm,Rhode Island,44,TS,Total separations
2019,M01,1,3.5,R,Total nonfarm,Rhode Island,44,HI,Hires
2020,M01,1,3.3,R,Total nonfarm,Rhode Island,44,HI,Hires
2021,M01,1,3.9,R,Total nonfarm,Rhode Island,44,HI,Hires
2019,M01,1,5.0,R,Total nonfarm,Rhode Island,44,JO,Job openings
2020,M01,1,4.3,R,Total nonfarm,Rhode Island,44,JO,Job openings
2021,M01,1,4.8,R,Total nonfarm,Rhode Island,44,JO,Job openings
2019,M01,1,1.6,R,Total nonfarm,Rhode Island,44,LD,Layoffs and discharges
2020,M01,1,1.8,R,Total nonfarm,Rhode Island,44,LD,Layoffs and discharges
2021,M01,1,2.3,R,Total nonfarm,Rhode Island,44,LD,Layoffs and discharges
2019,M01,1,2.1,R,Total nonfarm,Rhode Island,44,QU,Quits
2020,M01,1,2.1,R,Total nonfarm,Rhode Island,44,QU,Quits
2021,M01,1,2.4,R,Total nonfarm,Rhode Island,44,QU,Quits
2019,M01,1,4.0,R,Total nonfarm,Rhode Island,44,TS,Total separations
2020,M01,1,4.1,R,Total nonfarm,Rhode Island,44,TS,Total separations
2021,M01,1,5.0,R,Total nonfarm,Rhode Island,44,TS,Total separations
2019,M01,1,4.6,R,Total nonfarm,South Carolina,45,HI,Hires
2020,M01,1,4.8,R,Total nonfarm,South Carolina,45,HI,Hires
2021,M01,1,3.8,R,Total nonfarm,South Carolina,45,HI,Hires
2019,M01,1,5.4,R,Total nonfarm,South Carolina,45,JO,Job openings
2020,M01,1,4.7,R,Total nonfarm,South Carolina,45,JO,Job openings
2021,M01,1,5.9,R,Total nonfarm,South Carolina,45,JO,Job openings
2019,M01,1,1.7,R,Total nonfarm,South Carolina,45,LD,Layoffs and discharges
2020,M01,1,1.2,R,Total nonfarm,South Carolina,45,LD,Layoffs and discharges
2021,M01,1,1.2,R,Total nonfarm,South Carolina,45,LD,Layoffs and discharges
2019,M01,1,3.3,R,Total nonfarm,South Carolina,45,QU,Quits
2020,M01,1,3.4,R,Total nonfarm,South Carolina,45,QU,Quits
2021,M01,1,3.1,R,Total nonfarm,South Carolina,45,QU,Quits
2019,M01,1,5.2,R,Total nonfarm,South Carolina,45,TS,Total separations
2020,M01,1,5.1,R,Total nonfarm,South Carolina,45,TS,Total separations
2021,M01,1,4.5,R,Total nonfarm,South Carolina,45,TS,Total separations
2019,M01,1,4.9,R,Total nonfarm,South Carolina,45,HI,Hires
2020,M01,1,5.1,R,Total nonfarm,South Carolina,45,HI,Hires
2021,M01,1,4.1,R,Total nonfarm,South Carolina,45,HI,Hires
2019,M01,1,5.9,R,Total nonfarm,South Carolina,45,JO,Job openings
2020,M01,1,5.1,R,Total nonfarm,South Carolina,45,JO,Job openings
2021,M01,1,6.5,R,Total nonfarm,South Carolina,45,JO,Job openings
2019,M01,1,1.9,R,Total nonfarm,South Carolina,45,LD,Layoffs and discharges
2020,M01,1,1.4,R,Total nonfarm,South Carolina,45,LD,Layoffs and discharges
2021,M01,1,1.5,R,Total nonfarm,South Carolina,45,LD,Layoffs and discharges
2019,M01,1,3.3,R,Total nonfarm,South Carolina,45,QU,Quits
2020,M01,1,3.5,R,Total nonfarm,South Carolina,45,QU,Quits
2021,M01,1,3.4,R,Total nonfarm,South Carolina,45,QU,Quits
2019,M01,1,5.5,R,Total nonfarm,South Carolina,45,TS,Total separations
2020,M01,1,5.4,R,Total nonfarm,South Carolina,45,TS,Total separations
2021,M01,1,5.1,R,Total nonfarm,South Carolina,45,TS,Total separations
2019,M01,1,3.6,R,Total nonfarm,South Dakota,46,HI,Hires
2020,M01,1,4.1,R,Total nonfarm,South Dakota,46,HI,Hires
2021,M01,1,4.2,R,Total nonfarm,South Dakota,46,HI,Hires
2019,M01,1,4.8,R,Total nonfarm,South Dakota,46,JO,Job openings
2020,M01,1,4.9,R,Total nonfarm,South Dakota,46,JO,Job openings
2021,M01,1,5.3,R,Total nonfarm,South Dakota,46,JO,Job openings
2019,M01,1,1.1,R,Total nonfarm,South Dakota,46,LD,Layoffs and discharges
2020,M01,1,1.4,R,Total nonfarm,South Dakota,46,LD,Layoffs and discharges
2021,M01,1,0.9,R,Total nonfarm,South Dakota,46,LD,Layoffs and discharges
2019,M01,1,2.5,R,Total nonfarm,South Dakota,46,QU,Quits
2020,M01,1,2.5,R,Total nonfarm,South Dakota,46,QU,Quits
2021,M01,1,2.5,R,Total nonfarm,South Dakota,46,QU,Quits
2019,M01,1,3.9,R,Total nonfarm,South Dakota,46,TS,Total separations
2020,M01,1,3.8,R,Total nonfarm,South Dakota,46,TS,Total separations
2021,M01,1,3.7,R,Total nonfarm,South Dakota,46,TS,Total separations
2019,M01,1,2.8,R,Total nonfarm,South Dakota,46,HI,Hires
2020,M01,1,3.2,R,Total nonfarm,South Dakota,46,HI,Hires
2021,M01,1,3.4,R,Total nonfarm,South Dakota,46,HI,Hires
2019,M01,1,4.0,R,Total nonfarm,South Dakota,46,JO,Job openings
2020,M01,1,4.3,R,Total nonfarm,South Dakota,46,JO,Job openings
2021,M01,1,4.7,R,Total nonfarm,South Dakota,46,JO,Job openings
2019,M01,1,1.6,R,Total nonfarm,South Dakota,46,LD,Layoffs and discharges
2020,M01,1,1.7,R,Total nonfarm,South Dakota,46,LD,Layoffs and discharges
2021,M01,1,1.3,R,Total nonfarm,South Dakota,46,LD,Layoffs and discharges
2019,M01,1,2.2,R,Total nonfarm,South Dakota,46,QU,Quits
2020,M01,1,2.1,R,Total nonfarm,South Dakota,46,QU,Quits
2021,M01,1,2.4,R,Total nonfarm,South Dakota,46,QU,Quits
2019,M01,1,4.0,R,Total nonfarm,South Dakota,46,TS,Total separations
2020,M01,1,4.0,R,Total nonfarm,South Dakota,46,TS,Total separations
2021,M01,1,3.9,R,Total nonfarm,South Dakota,46,TS,Total separations
2019,M01,1,4.3,R,Total nonfarm,Tennessee,47,HI,Hires
2020,M01,1,5.0,R,Total nonfarm,Tennessee,47,HI,Hires
2021,M01,1,4.1,R,Total nonfarm,Tennessee,47,HI,Hires
2019,M01,1,4.8,R,Total nonfarm,Tennessee,47,JO,Job openings
2020,M01,1,4.2,R,Total nonfarm,Tennessee,47,JO,Job openings
2021,M01,1,4.8,R,Total nonfarm,Tennessee,47,JO,Job openings
2019,M01,1,1.2,R,Total nonfarm,Tennessee,47,LD,Layoffs and discharges
2020,M01,1,1.4,R,Total nonfarm,Tennessee,47,LD,Layoffs and discharges
2021,M01,1,1.3,R,Total nonfarm,Tennessee,47,LD,Layoffs and discharges
2019,M01,1,2.7,R,Total nonfarm,Tennessee,47,QU,Quits
2020,M01,1,3.0,R,Total nonfarm,Tennessee,47,QU,Quits
2021,M01,1,2.7,R,Total nonfarm,Tennessee,47,QU,Quits
2019,M01,1,4.1,R,Total nonfarm,Tennessee,47,TS,Total separations
2020,M01,1,4.6,R,Total nonfarm,Tennessee,47,TS,Total separations
2021,M01,1,4.3,R,Total nonfarm,Tennessee,47,TS,Total separations
2019,M01,1,4.2,R,Total nonfarm,Tennessee,47,HI,Hires
2020,M01,1,4.8,R,Total nonfarm,Tennessee,47,HI,Hires
2021,M01,1,3.9,R,Total nonfarm,Tennessee,47,HI,Hires
2019,M01,1,4.8,R,Total nonfarm,Tennessee,47,JO,Job openings
2020,M01,1,4.2,R,Total nonfarm,Tennessee,47,JO,Job openings
2021,M01,1,4.8,R,Total nonfarm,Tennessee,47,JO,Job openings
2019,M01,1,1.6,R,Total nonfarm,Tennessee,47,LD,Layoffs and discharges
2020,M01,1,1.9,R,Total nonfarm,Tennessee,47,LD,Layoffs and discharges
2021,M01,1,1.9,R,Total nonfarm,Tennessee,47,LD,Layoffs and discharges
2019,M01,1,2.6,R,Total nonfarm,Tennessee,47,QU,Quits
2020,M01,1,2.9,R,Total nonfarm,Tennessee,47,QU,Quits
2021,M01,1,2.8,R,Total nonfarm,Tennessee,47,QU,Quits
2019,M01,1,4.5,R,Total nonfarm,Tennessee,47,TS,Total separations
2020,M01,1,5.2,R,Total nonfarm,Tennessee,47,TS,Total separations
2021,M01,1,4.9,R,Total nonfarm,Tennessee,47,TS,Total separations
2019,M01,1,5.0,R,Total nonfarm,Texas,48,HI,Hires
2020,M01,1,4.2,R,Total nonfarm,Texas,48,HI,Hires
2021,M01,1,4.0,R,Total nonfarm,Texas,48,HI,Hires
2019,M01,1,4.6,R,Total nonfarm,Texas,48,JO,Job openings
2020,M01,1,3.9,R,Total nonfarm,Texas,48,JO,Job openings
2021,M01,1,4.3,R,Total nonfarm,Texas,48,JO,Job openings
2019,M01,1,1.2,R,Total nonfarm,Texas,48,LD,Layoffs and discharges
2020,M01,1,1.1,R,Total nonfarm,Texas,48,LD,Layoffs and discharges
2021,M01,1,0.8,R,Total nonfarm,Texas,48,LD,Layoffs and discharges
2019,M01,1,3.0,R,Total nonfarm,Texas,48,QU,Quits
2020,M01,1,2.6,R,Total nonfarm,Texas,48,QU,Quits
2021,M01,1,2.6,R,Total nonfarm,Texas,48,QU,Quits
2019,M01,1,4.4,R,Total nonfarm,Texas,48,TS,Total separations
2020,M01,1,4.0,R,Total nonfarm,Texas,48,TS,Total separations
2021,M01,1,3.6,R,Total nonfarm,Texas,48,TS,Total separations
2019,M01,1,5.4,R,Total nonfarm,Texas,48,HI,Hires
2020,M01,1,4.5,R,Total nonfarm,Texas,48,HI,Hires
2021,M01,1,4.3,R,Total nonfarm,Texas,48,HI,Hires
2019,M01,1,4.6,R,Total nonfarm,Texas,48,JO,Job openings
2020,M01,1,3.8,R,Total nonfarm,Texas,48,JO,Job openings
2021,M01,1,4.3,R,Total nonfarm,Texas,48,JO,Job openings
2019,M01,1,1.4,R,Total nonfarm,Texas,48,LD,Layoffs and discharges
2020,M01,1,1.3,R,Total nonfarm,Texas,48,LD,Layoffs and discharges
2021,M01,1,1.0,R,Total nonfarm,Texas,48,LD,Layoffs and discharges
2019,M01,1,3.0,R,Total nonfarm,Texas,48,QU,Quits
2020,M01,1,2.6,R,Total nonfarm,Texas,48,QU,Quits
2021,M01,1,2.7,R,Total nonfarm,Texas,48,QU,Quits
2019,M01,1,4.7,R,Total nonfarm,Texas,48,TS,Total separations
2020,M01,1,4.2,R,Total nonfarm,Texas,48,TS,Total separations
2021,M01,1,3.8,R,Total nonfarm,Texas,48,TS,Total separations
2019,M01,1,5.1,R,Total nonfarm,Utah,49,HI,Hires
2020,M01,1,4.4,R,Total nonfarm,Utah,49,HI,Hires
2021,M01,1,3.8,R,Total nonfarm,Utah,49,HI,Hires
2019,M01,1,5.4,R,Total nonfarm,Utah,49,JO,Job openings
2020,M01,1,4.6,R,Total nonfarm,Utah,49,JO,Job openings
2021,M01,1,4.5,R,Total nonfarm,Utah,49,JO,Job openings
2019,M01,1,1.6,R,Total nonfarm,Utah,49,LD,Layoffs and discharges
2020,M01,1,1.1,R,Total nonfarm,Utah,49,LD,Layoffs and discharges
2021,M01,1,1.1,R,Total nonfarm,Utah,49,LD,Layoffs and discharges
2019,M01,1,3.4,R,Total nonfarm,Utah,49,QU,Quits
2020,M01,1,2.8,R,Total nonfarm,Utah,49,QU,Quits
2021,M01,1,2.6,R,Total nonfarm,Utah,49,QU,Quits
2019,M01,1,5.1,R,Total nonfarm,Utah,49,TS,Total separations
2020,M01,1,4.1,R,Total nonfarm,Utah,49,TS,Total separations
2021,M01,1,4.0,R,Total nonfarm,Utah,49,TS,Total separations
2019,M01,1,5.1,R,Total nonfarm,Utah,49,HI,Hires
2020,M01,1,4.5,R,Total nonfarm,Utah,49,HI,Hires
2021,M01,1,3.8,R,Total nonfarm,Utah,49,HI,Hires
2019,M01,1,5.8,R,Total nonfarm,Utah,49,JO,Job openings
2020,M01,1,4.9,R,Total nonfarm,Utah,49,JO,Job openings
2021,M01,1,5.0,R,Total nonfarm,Utah,49,JO,Job openings
2019,M01,1,2.2,R,Total nonfarm,Utah,49,LD,Layoffs and discharges
2020,M01,1,1.5,R,Total nonfarm,Utah,49,LD,Layoffs and discharges
