series_id,period_date,year,period,period_abbr,period_name,value,ratelevel_code,ratelevel_text,footnote_codes,seasonal,sizeclass_code,area_code,industry_code,industry_text,industry_sort,industry_display_level,state_code,state_text,state_sort,state_display_level,jobs,hires,layoffs,quits,separations,score,newscore,3score,area_rank,pop_rank,,,,,,
JTS000000180000000QUR         ,1/1/2019,2019,M01,JAN,January,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,5.3,4.1,1.2,2.7,4,3.3,6,6.1,38,17,,,,,,
JTS000000180000000QUR         ,2/1/2019,2019,M02,FEB,February,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.7,4,1.8,2.5,4.5,1.8,4.6,5,38,17,,,,,,
JTS000000180000000QUR         ,3/1/2019,2019,M03,MAR,March,2.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.4,4.1,1.4,2.6,4.2,2.1,4.4,5,38,17,,,,,,
JTS000000180000000QUR         ,4/1/2019,2019,M04,APR,April,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,5,4.6,1.6,2.7,4.5,1.9,4.6,5.5,38,17,,,,,,
JTS000000180000000QUR         ,5/1/2019,2019,M05,MAY,May,2.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.6,4.2,1.6,2.6,4.4,1.9,4.4,5.1,38,17,,,,,,
JTS000000180000000QUR         ,6/1/2019,2019,M06,JUN,June,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.9,3.9,1.6,2.5,4.2,2.2,5.1,5.3,38,17,,,,,,
JTS000000180000000QUR         ,7/1/2019,2019,M07,JUL,July,3.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,5,5.8,1.9,3.4,5.5,1.4,3.9,5.6,38,17,,,,,,
JTS000000180000000QUR         ,8/1/2019,2019,M08,AUG,August,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.6,4.5,1.6,2.7,4.4,1.8,4.1,5.1,38,17,,,,,,
JTS000000180000000QUR         ,9/1/2019,2019,M09,SEP,September,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.8,4.7,1.7,2.7,4.6,1.6,4.1,5.3,38,17,,,,,,
JTS000000180000000QUR         ,10/1/2019,2019,M10,OCT,October,2.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,5.3,4.8,1.7,2.8,4.8,1.9,4.9,5.9,38,17,,,,,,
JTS000000180000000QUR         ,11/1/2019,2019,M11,NOV,November,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.4,5,1.4,2.7,4.3,1.5,3.2,5,38,17,,,,,,
JTS000000180000000QUR         ,12/1/2019,2019,M12,DEC,December,2.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,3.8,4.7,1.5,2.8,4.5,1.3,2.9,4.3,38,17,,,,,,
JTS000000180000000QUR         ,1/1/2020,2020,M01,JAN,January,2.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.7,4.6,1.6,2.8,4.6,1.8,4.3,5.2,38,17,,,,,,
JTS000000180000000QUR         ,2/1/2020,2020,M02,FEB,February,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.5,4.7,1.2,2.7,4,2.1,3.8,5.2,38,17,,,,,,
JTS000000180000000QUR         ,3/1/2020,2020,M03,MAR,March,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,3.5,3.7,8.2,2.4,10.8,0.3,2.5,3,38,17,,,,,,
JTS000000180000000QUR         ,4/1/2020,2020,M04,APR,April,2,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,3.2,3.7,11.3,2,13.7,0.1,1.6,2.6,38,17,,,,,,
JTS000000180000000QUR         ,5/1/2020,2020,M05,MAY,May,1.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.3,8.8,1.3,1.6,3.1,-2.2,-4.1,4.5,38,17,,,,,,
JTS000000180000000QUR         ,6/1/2020,2020,M06,JUN,June,1.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.3,6,1.4,1.7,3.3,0,0,4.5,38,17,,,,,,
JTS000000180000000QUR         ,7/1/2020,2020,M07,JUL,July,2.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.8,4.6,1,2.8,4.1,3,4.8,5.8,38,17,,,,,,
JTS000000180000000QUR         ,8/1/2020,2020,M08,AUG,August,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.4,4.5,0.7,2.3,3.2,3.1,3.6,5.4,38,17,,,,,,
JTS000000180000000QUR         ,9/1/2020,2020,M09,SEP,September,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.8,3.8,1.2,2.7,4.1,3.1,5.7,5.6,38,17,,,,,,
JTS000000180000000QUR         ,10/1/2020,2020,M10,OCT,October,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.8,3.6,1.4,2.4,4,2.6,5.3,5.3,38,17,,,,,,
JTS000000180000000QUR         ,11/1/2020,2020,M11,NOV,November,2.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.9,4.4,1.3,2.6,4,2.4,4.7,5.5,38,17,,,,,,
JTS000000180000000QUR         ,12/1/2020,2020,M12,DEC,December,2.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.6,4.1,0.9,2.8,3.9,3.7,5.4,5.6,38,17,,,,,,
JTS000000180000000QUR         ,1/1/2021,2021,M01,JAN,January,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.7,3.7,1,2.4,3.6,3.4,5.3,5.5,38,17,,,,,,
JTS000000180000000QUR         ,2/1/2021,2021,M02,FEB,February,2.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,4.8,4.4,1.2,2.6,4,2.5,4.6,5.5,38,17,,,,,,
JTS000000180000000QUR         ,3/1/2021,2021,M03,MAR,March,2.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,5.5,4,1.4,2.6,4.2,2.9,6.2,6.2,38,17,,,,,,
JTS000000180000000QUR         ,4/1/2021,2021,M04,APR,April,3.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,6.5,4.7,1,3.4,4.9,5.2,8.6,8.1,38,17,,,,,,
JTS000000180000000QUR         ,5/1/2021,2021,M05,MAY,May,2.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,7.1,6.2,1,2.8,4,3.7,5.9,8.5,38,17,,,,,,
JTS000000180000000QUR         ,6/1/2021,2021,M06,JUN,June,3.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,7.1,5.8,1,3.1,4.5,4.4,7.2,8.7,38,17,,,,,,
JTS000000180000000QUR         ,7/1/2021,2021,M07,JUL,July,3.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,6.9,5.3,1,3.2,4.5,4.8,7.9,8.5,38,17,,,,,,
JTS000000180000000QUR         ,8/1/2021,2021,M08,AUG,August,3.6,R,Rate,P,S,0,0,0,Total nonfarm,1,0,18,Indiana,20,2,6.5,4.6,0.8,3.6,4.7,6.9,9.4,8.3,38,17,,,,,,
JTS000000190000000QUR         ,1/1/2019,2019,M01,JAN,January,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.5,3.5,1,2.1,3.2,3.1,4.7,5.1,26,31,,,,,,
JTS000000190000000QUR         ,2/1/2019,2019,M02,FEB,February,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.5,3.3,1.1,2.1,3.5,3,5,5.1,26,31,,,,,,
JTS000000190000000QUR         ,3/1/2019,2019,M03,MAR,March,1.9,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.7,3.6,0.9,1.9,3,3.3,4.6,5.4,26,31,,,,,,
JTS000000190000000QUR         ,4/1/2019,2019,M04,APR,April,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.7,3.7,1.4,2.1,3.7,2.2,4.5,5.1,26,31,,,,,,
JTS000000190000000QUR         ,5/1/2019,2019,M05,MAY,May,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.6,3.6,1,2.5,3.6,3.5,5.5,5.4,26,31,,,,,,
JTS000000190000000QUR         ,6/1/2019,2019,M06,JUN,June,2.9,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.8,4,1.5,2.9,4.5,2.5,5.6,5.4,26,31,,,,,,
JTS000000190000000QUR         ,7/1/2019,2019,M07,JUL,July,2,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.5,3.5,1.3,2,3.5,2.3,4.4,4.9,26,31,,,,,,
JTS000000190000000QUR         ,8/1/2019,2019,M08,AUG,August,2.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.3,3.8,1.5,2.2,3.8,1.8,3.9,4.6,26,31,,,,,,
JTS000000190000000QUR         ,9/1/2019,2019,M09,SEP,September,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.5,3.4,0.9,2.1,3.2,3.6,5,5.3,26,31,,,,,,
JTS000000190000000QUR         ,10/1/2019,2019,M10,OCT,October,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.6,3.4,1.1,2.1,3.4,3,5,5.2,26,31,,,,,,
JTS000000190000000QUR         ,11/1/2019,2019,M11,NOV,November,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.4,3.5,1.2,2.1,3.5,2.5,4.5,4.9,26,31,,,,,,
JTS000000190000000QUR         ,12/1/2019,2019,M12,DEC,December,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.2,3.3,1.1,2.1,3.5,2.7,4.6,4.8,26,31,,,,,,
JTS000000190000000QUR         ,1/1/2020,2020,M01,JAN,January,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.7,3.4,1,2.3,3.5,3.6,5.6,5.5,26,31,,,,,,
JTS000000190000000QUR         ,2/1/2020,2020,M02,FEB,February,2.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.4,3.5,1.2,2.2,3.6,2.6,4.7,5,26,31,,,,,,
JTS000000190000000QUR         ,3/1/2020,2020,M03,MAR,March,1.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,3.3,3.2,7.1,1.7,9.2,0.3,2,2.8,26,31,,,,,,
JTS000000190000000QUR         ,4/1/2020,2020,M04,APR,April,1.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,3.4,3.2,5,1.2,6.4,0.3,1.6,2.9,26,31,,,,,,
JTS000000190000000QUR         ,5/1/2020,2020,M05,MAY,May,1.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,3.6,4.6,1.5,1.5,3.3,0.3,0.7,3.7,26,31,,,,,,
JTS000000190000000QUR         ,6/1/2020,2020,M06,JUN,June,1.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,3.9,4.2,1.4,1.8,3.4,1.1,2.1,4.1,26,31,,,,,,
JTS000000190000000QUR         ,7/1/2020,2020,M07,JUL,July,2.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.6,4.4,1.3,2.6,4.2,2.2,4.3,5.3,26,31,,,,,,
JTS000000190000000QUR         ,8/1/2020,2020,M08,AUG,August,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.1,4,1.4,2.3,4,1.7,3.6,4.6,26,31,,,,,,
JTS000000190000000QUR         ,9/1/2020,2020,M09,SEP,September,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.4,4.3,1.2,2.1,3.5,1.8,3.3,4.9,26,31,,,,,,
JTS000000190000000QUR         ,10/1/2020,2020,M10,OCT,October,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.6,3.8,1.5,2.4,4.1,2.1,4.7,5.1,26,31,,,,,,
JTS000000190000000QUR         ,11/1/2020,2020,M11,NOV,November,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.5,4.2,1.6,2.1,4,1.5,3.4,4.8,26,31,,,,,,
JTS000000190000000QUR         ,12/1/2020,2020,M12,DEC,December,1.9,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.5,4.2,0.6,1.9,2.6,3.7,3.6,5.5,26,31,,,,,,
JTS000000190000000QUR         ,1/1/2021,2021,M01,JAN,January,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.6,3.6,0.8,2.3,3.2,4.1,5.3,5.5,26,31,,,,,,
JTS000000190000000QUR         ,2/1/2021,2021,M02,FEB,February,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,4.8,4.2,1.2,2.5,4,2.6,4.8,5.5,26,31,,,,,,
JTS000000190000000QUR         ,3/1/2021,2021,M03,MAR,March,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,5.3,4.6,1,2.4,3.6,3.1,4.9,6.2,26,31,,,,,,
JTS000000190000000QUR         ,4/1/2021,2021,M04,APR,April,2.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,6.2,4.4,0.9,2.2,3.3,4.4,6.3,7.3,26,31,,,,,,
JTS000000190000000QUR         ,5/1/2021,2021,M05,MAY,May,2.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,5.4,4.2,0.9,2.6,3.8,4.2,6.1,6.5,26,31,,,,,,
JTS000000190000000QUR         ,6/1/2021,2021,M06,JUN,June,2.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,5.6,4.8,0.8,2.8,4,4.5,6,7,26,31,,,,,,
JTS000000190000000QUR         ,7/1/2021,2021,M07,JUL,July,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,6.3,4.3,0.9,2.7,3.8,5.2,7.6,7.6,26,31,,,,,,
JTS000000190000000QUR         ,8/1/2021,2021,M08,AUG,August,3.6,R,Rate,P,S,0,0,0,Total nonfarm,1,0,19,Iowa,21,2,5.9,3.6,1,3.6,5,5.9,9.8,7.4,26,31,,,,,,
JTS000000200000000QUR         ,1/1/2019,2019,M01,JAN,January,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5,3.4,1.1,2.1,3.3,3.4,5.6,5.6,15,35,,,,,,
JTS000000200000000QUR         ,2/1/2019,2019,M02,FEB,February,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5.1,3.7,1.2,2.4,3.8,3.2,5.8,5.8,15,35,,,,,,
JTS000000200000000QUR         ,3/1/2019,2019,M03,MAR,March,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5.1,3.7,1,2.5,3.8,3.9,6.2,6.1,15,35,,,,,,
JTS000000200000000QUR         ,4/1/2019,2019,M04,APR,April,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5.5,4.5,1.1,2.5,3.7,3.2,5.4,6.4,15,35,,,,,,
JTS000000200000000QUR         ,5/1/2019,2019,M05,MAY,May,2.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.8,4.4,0.9,2.6,3.7,3.3,4.8,5.8,15,35,,,,,,
JTS000000200000000QUR         ,6/1/2019,2019,M06,JUN,June,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.9,3.8,1,2.7,3.9,3.8,6,5.9,15,35,,,,,,
JTS000000200000000QUR         ,7/1/2019,2019,M07,JUL,July,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.8,3.9,1.1,2.5,3.7,3.1,5.2,5.6,15,35,,,,,,
JTS000000200000000QUR         ,8/1/2019,2019,M08,AUG,August,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.9,3.9,1.1,2.3,3.8,3,5.1,5.7,15,35,,,,,,
JTS000000200000000QUR         ,9/1/2019,2019,M09,SEP,September,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.6,3.9,1,2.4,3.6,3.1,4.9,5.4,15,35,,,,,,
JTS000000200000000QUR         ,10/1/2019,2019,M10,OCT,October,2.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.6,3.6,1.1,2.2,3.6,2.9,4.9,5.3,15,35,,,,,,
JTS000000200000000QUR         ,11/1/2019,2019,M11,NOV,November,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.4,3.4,1.3,2.3,3.9,2.5,5,5,15,35,,,,,,
JTS000000200000000QUR         ,12/1/2019,2019,M12,DEC,December,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4,3.4,1.1,2.3,3.5,2.6,4.4,4.6,15,35,,,,,,
JTS000000200000000QUR         ,1/1/2020,2020,M01,JAN,January,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.5,3.6,1,2.5,3.7,3.4,5.4,5.3,15,35,,,,,,
JTS000000200000000QUR         ,2/1/2020,2020,M02,FEB,February,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.7,3.5,1.3,2.4,3.9,2.8,5.4,5.3,15,35,,,,,,
JTS000000200000000QUR         ,3/1/2020,2020,M03,MAR,March,1.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,3.7,3,8.2,1.7,10.1,0.3,2.6,3.1,15,35,,,,,,
JTS000000200000000QUR         ,4/1/2020,2020,M04,APR,April,1.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.1,3.1,5.1,1.3,6.8,0.5,2.6,3.5,15,35,,,,,,
JTS000000200000000QUR         ,5/1/2020,2020,M05,MAY,May,0.9,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.1,4.6,1.1,0.9,2.2,0.4,0.5,4.1,15,35,,,,,,
JTS000000200000000QUR         ,6/1/2020,2020,M06,JUN,June,1.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.2,3.8,1.6,1.8,3.6,1.4,3,4.4,15,35,,,,,,
JTS000000200000000QUR         ,7/1/2020,2020,M07,JUL,July,2.6,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.7,3.9,1.2,2.6,3.9,2.8,5.2,5.4,15,35,,,,,,
JTS000000200000000QUR         ,8/1/2020,2020,M08,AUG,August,2,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.4,4,0.8,2,3,3,3.8,5.2,15,35,,,,,,
JTS000000200000000QUR         ,9/1/2020,2020,M09,SEP,September,2.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.2,3.4,0.9,2.2,3.3,3.3,4.7,5,15,35,,,,,,
JTS000000200000000QUR         ,10/1/2020,2020,M10,OCT,October,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.6,3.6,1,2.4,3.7,3.4,5.4,5.4,15,35,,,,,,
JTS000000200000000QUR         ,11/1/2020,2020,M11,NOV,November,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.6,3.8,1.2,2.3,3.7,2.6,4.7,5.2,15,35,,,,,,
JTS000000200000000QUR         ,12/1/2020,2020,M12,DEC,December,2.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.8,3.5,0.7,2.2,3.2,5,5.7,5.9,15,35,,,,,,
JTS000000200000000QUR         ,1/1/2021,2021,M01,JAN,January,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,4.9,3.6,0.8,2.3,3.3,4.5,5.8,5.9,15,35,,,,,,
JTS000000200000000QUR         ,2/1/2021,2021,M02,FEB,February,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5.2,3.7,1,2.3,3.5,3.8,5.9,6.1,15,35,,,,,,
JTS000000200000000QUR         ,3/1/2021,2021,M03,MAR,March,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5.6,4,0.9,2.1,3.3,4.1,5.8,6.6,15,35,,,,,,
JTS000000200000000QUR         ,4/1/2021,2021,M04,APR,April,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,6.2,3.6,0.8,2.1,3.1,5.9,7.5,7.4,15,35,,,,,,
JTS000000200000000QUR         ,5/1/2021,2021,M05,MAY,May,2,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5.5,3.3,1.3,2,3.6,3.2,6.2,6.1,15,35,,,,,,
JTS000000200000000QUR         ,6/1/2021,2021,M06,JUN,June,2.9,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5.2,5,1.1,2.9,4.2,2.8,4.9,6.2,15,35,,,,,,
JTS000000200000000QUR         ,7/1/2021,2021,M07,JUL,July,2.9,R,Rate,,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5.9,4.6,0.9,2.9,4.1,4.7,6.9,7.3,15,35,,,,,,
JTS000000200000000QUR         ,8/1/2021,2021,M08,AUG,August,3.1,R,Rate,P,S,0,0,0,Total nonfarm,1,0,20,Kansas,22,2,5.5,3.8,0.9,3.1,4.3,5.3,7.9,6.8,15,35,,,,,,
JTS000000210000000QUR         ,1/1/2019,2019,M01,JAN,January,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.5,4.2,1.3,2.7,4.1,2.3,4.6,5.1,37,26,,,,,,
JTS000000210000000QUR         ,2/1/2019,2019,M02,FEB,February,2.7,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.7,4.5,1.3,2.7,4.3,2.2,4.5,5.4,37,26,,,,,,
JTS000000210000000QUR         ,3/1/2019,2019,M03,MAR,March,2.8,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.7,4.2,1.1,2.8,4.2,3,5.2,5.6,37,26,,,,,,
JTS000000210000000QUR         ,4/1/2019,2019,M04,APR,April,2.9,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.4,4.1,1.3,2.9,4.5,2.5,5,5.1,37,26,,,,,,
JTS000000210000000QUR         ,5/1/2019,2019,M05,MAY,May,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.4,4.2,1,2.5,3.7,2.7,4.3,5.2,37,26,,,,,,
JTS000000210000000QUR         ,6/1/2019,2019,M06,JUN,June,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.3,4.1,1.2,2.4,3.8,2.2,4,4.9,37,26,,,,,,
JTS000000210000000QUR         ,7/1/2019,2019,M07,JUL,July,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.3,4.3,1.1,2.5,3.9,2.3,3.9,5,37,26,,,,,,
JTS000000210000000QUR         ,8/1/2019,2019,M08,AUG,August,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.3,4.1,1.2,2.4,3.7,2.2,3.9,4.9,37,26,,,,,,
JTS000000210000000QUR         ,9/1/2019,2019,M09,SEP,September,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.6,4.2,1.6,2.4,4.2,1.8,4.1,5,37,26,,,,,,
JTS000000210000000QUR         ,10/1/2019,2019,M10,OCT,October,2.3,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.7,4.1,1,2.3,3.5,2.9,4.5,5.5,37,26,,,,,,
JTS000000210000000QUR         ,11/1/2019,2019,M11,NOV,November,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.5,4.6,1.2,2.4,4.1,1.9,3.6,5.2,37,26,,,,,,
JTS000000210000000QUR         ,12/1/2019,2019,M12,DEC,December,2.5,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4,4.3,1,2.5,3.8,2.2,3.5,4.8,37,26,,,,,,
JTS000000210000000QUR         ,1/1/2020,2020,M01,JAN,January,3.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.7,4.4,1,3.2,4.5,3.5,5.7,5.8,37,26,,,,,,
JTS000000210000000QUR         ,2/1/2020,2020,M02,FEB,February,2.4,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.3,4.5,1.4,2.4,4,1.6,3.3,4.8,37,26,,,,,,
JTS000000210000000QUR         ,3/1/2020,2020,M03,MAR,March,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.4,4,7.2,2.1,9.5,0.3,2.8,3.8,37,26,,,,,,
JTS000000210000000QUR         ,4/1/2020,2020,M04,APR,April,2.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.2,3.9,8.8,2.2,11.3,0.3,2.8,3.5,37,26,,,,,,
JTS000000210000000QUR         ,5/1/2020,2020,M05,MAY,May,2.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.8,5,1.4,2.1,3.7,1.4,2.8,5.2,37,26,,,,,,
JTS000000210000000QUR         ,6/1/2020,2020,M06,JUN,June,2.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,5.2,6.8,1.5,2.2,4,0.4,0.9,5.7,37,26,,,,,,
JTS000000210000000QUR         ,7/1/2020,2020,M07,JUL,July,1.9,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,5.2,5,0.9,1.9,3.1,2.3,3.3,6,37,26,,,,,,
JTS000000210000000QUR         ,8/1/2020,2020,M08,AUG,August,3.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,5,5.4,0.9,3.1,4.3,3,4.5,6.2,37,26,,,,,,
JTS000000210000000QUR         ,9/1/2020,2020,M09,SEP,September,3.1,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.7,5.5,1.1,3.1,4.6,2.1,3.7,5.7,37,26,,,,,,
JTS000000210000000QUR         ,10/1/2020,2020,M10,OCT,October,3.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,5,5.5,1.1,3.2,4.7,2.5,4.4,6.1,37,26,,,,,,
JTS000000210000000QUR         ,11/1/2020,2020,M11,NOV,November,3.2,R,Rate,,S,0,0,0,Total nonfarm,1,0,21,Kentucky,23,2,4.8,5.2,1.7,3.2,5.2,1.6,4.2,5.4,37,26,,,,,,
