period_date,year,period,value,sizeclass_code,area_code,industry_code,industry_text,industry_sort,industry_display_level,state_code,state_text,state_sort,state_display_level,dataelement_code,dataelement_text,dataelement_sort,dataelement_display_level
1/1/2021,2021,M01,3.7,0,0,0,Total nonfarm,1,0,53,Washington,53,2,TS,Total separations,3,0
1/1/2019,2019,M01,4.7,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,HI,Hires,2,0
1/1/2020,2020,M01,4.7,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,HI,Hires,2,0
1/1/2021,2021,M01,4.6,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,HI,Hires,2,0
1/1/2019,2019,M01,5.6,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,JO,Job openings,1,0
1/1/2020,2020,M01,6.5,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,JO,Job openings,1,0
1/1/2021,2021,M01,6.9,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,JO,Job openings,1,0
1/1/2019,2019,M01,1.5,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.1,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.6,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,2.9,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,QU,Quits,4,1
1/1/2020,2020,M01,2.8,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,QU,Quits,4,1
1/1/2021,2021,M01,3,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,QU,Quits,4,1
1/1/2019,2019,M01,4.7,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,TS,Total separations,3,0
1/1/2020,2020,M01,4.3,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,TS,Total separations,3,0
1/1/2021,2021,M01,4.9,0,0,0,Total nonfarm,1,0,54,West Virginia,54,2,TS,Total separations,3,0
1/1/2019,2019,M01,3.7,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,HI,Hires,2,0
1/1/2020,2020,M01,3,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,HI,Hires,2,0
1/1/2021,2021,M01,3.7,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,HI,Hires,2,0
1/1/2019,2019,M01,5,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,JO,Job openings,1,0
1/1/2020,2020,M01,5,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,JO,Job openings,1,0
1/1/2021,2021,M01,4.2,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,JO,Job openings,1,0
1/1/2019,2019,M01,1.1,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,2,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.4,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,2.1,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,QU,Quits,4,1
1/1/2020,2020,M01,2.3,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,QU,Quits,4,1
1/1/2021,2021,M01,2.2,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,QU,Quits,4,1
1/1/2019,2019,M01,3.4,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,TS,Total separations,3,0
1/1/2020,2020,M01,4.5,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,TS,Total separations,3,0
1/1/2021,2021,M01,3.8,0,0,0,Total nonfarm,1,0,55,Wisconsin,55,2,TS,Total separations,3,0
1/1/2019,2019,M01,5.5,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,HI,Hires,2,0
1/1/2020,2020,M01,5.9,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,HI,Hires,2,0
1/1/2021,2021,M01,5.5,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,HI,Hires,2,0
1/1/2019,2019,M01,5.6,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,JO,Job openings,1,0
1/1/2020,2020,M01,5.9,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,JO,Job openings,1,0
1/1/2021,2021,M01,5.5,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,JO,Job openings,1,0
1/1/2019,2019,M01,1.4,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.7,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,2.2,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,3.5,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,QU,Quits,4,1
1/1/2020,2020,M01,3.5,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,QU,Quits,4,1
1/1/2021,2021,M01,3.3,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,QU,Quits,4,1
1/1/2019,2019,M01,4.9,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,TS,Total separations,3,0
1/1/2020,2020,M01,5.5,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,TS,Total separations,3,0
1/1/2021,2021,M01,6.2,0,0,0,Total nonfarm,1,0,56,Wyoming,56,2,TS,Total separations,3,0
1/1/2019,2019,M01,3.7,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,HI,Hires,2,0
1/1/2020,2020,M01,3.6,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,HI,Hires,2,0
1/1/2021,2021,M01,4,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,HI,Hires,2,0
1/1/2019,2019,M01,5.1,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,JO,Job openings,1,0
1/1/2020,2020,M01,4.5,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,JO,Job openings,1,0
1/1/2021,2021,M01,4.7,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,JO,Job openings,1,0
1/1/2019,2019,M01,1.1,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.2,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.1,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.2,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,OS,Other separations,6,1
1/1/2019,2019,M01,2.3,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,QU,Quits,4,1
1/1/2020,2020,M01,2.4,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,QU,Quits,4,1
1/1/2021,2021,M01,2.4,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,QU,Quits,4,1
1/1/2019,2019,M01,3.6,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,TS,Total separations,3,0
1/1/2020,2020,M01,3.7,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,TS,Total separations,3,0
1/1/2021,2021,M01,3.6,0,0,0,Total nonfarm,1,0,MW,Midwest region,4,1,TS,Total separations,3,0
1/1/2019,2019,M01,3.1,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,HI,Hires,2,0
1/1/2020,2020,M01,3.4,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,HI,Hires,2,0
1/1/2021,2021,M01,3.3,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,HI,Hires,2,0
1/1/2019,2019,M01,4.3,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,JO,Job openings,1,0
1/1/2020,2020,M01,4.3,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,JO,Job openings,1,0
1/1/2021,2021,M01,4.3,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,JO,Job openings,1,0
1/1/2019,2019,M01,1,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.3,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.2,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.2,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,OS,Other separations,6,1
1/1/2020,2020,M01,0.2,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,OS,Other separations,6,1
1/1/2019,2019,M01,1.6,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,QU,Quits,4,1
1/1/2020,2020,M01,1.7,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,QU,Quits,4,1
1/1/2021,2021,M01,1.7,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,QU,Quits,4,1
1/1/2019,2019,M01,2.8,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,TS,Total separations,3,0
1/1/2020,2020,M01,3.2,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,TS,Total separations,3,0
1/1/2021,2021,M01,3.1,0,0,0,Total nonfarm,1,0,NE,Northeast region,2,1,TS,Total separations,3,0
1/1/2019,2019,M01,4.3,0,0,0,Total nonfarm,1,0,SO,South region,3,1,HI,Hires,2,0
1/1/2020,2020,M01,4.3,0,0,0,Total nonfarm,1,0,SO,South region,3,1,HI,Hires,2,0
1/1/2021,2021,M01,3.9,0,0,0,Total nonfarm,1,0,SO,South region,3,1,HI,Hires,2,0
1/1/2019,2019,M01,4.8,0,0,0,Total nonfarm,1,0,SO,South region,3,1,JO,Job openings,1,0
1/1/2020,2020,M01,4.5,0,0,0,Total nonfarm,1,0,SO,South region,3,1,JO,Job openings,1,0
1/1/2021,2021,M01,5.1,0,0,0,Total nonfarm,1,0,SO,South region,3,1,JO,Job openings,1,0
1/1/2019,2019,M01,1.2,0,0,0,Total nonfarm,1,0,SO,South region,3,1,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.1,0,0,0,Total nonfarm,1,0,SO,South region,3,1,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.1,0,0,0,Total nonfarm,1,0,SO,South region,3,1,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.2,0,0,0,Total nonfarm,1,0,SO,South region,3,1,OS,Other separations,6,1
1/1/2020,2020,M01,0.3,0,0,0,Total nonfarm,1,0,SO,South region,3,1,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,0,0,0,Total nonfarm,1,0,SO,South region,3,1,OS,Other separations,6,1
1/1/2019,2019,M01,2.6,0,0,0,Total nonfarm,1,0,SO,South region,3,1,QU,Quits,4,1
1/1/2020,2020,M01,2.7,0,0,0,Total nonfarm,1,0,SO,South region,3,1,QU,Quits,4,1
1/1/2021,2021,M01,2.7,0,0,0,Total nonfarm,1,0,SO,South region,3,1,QU,Quits,4,1
1/1/2019,2019,M01,4.1,0,0,0,Total nonfarm,1,0,SO,South region,3,1,TS,Total separations,3,0
1/1/2020,2020,M01,4,0,0,0,Total nonfarm,1,0,SO,South region,3,1,TS,Total separations,3,0
1/1/2021,2021,M01,4.1,0,0,0,Total nonfarm,1,0,SO,South region,3,1,TS,Total separations,3,0
1/1/2019,2019,M01,3.8,0,0,0,Total nonfarm,1,0,WE,West region,5,1,HI,Hires,2,0
1/1/2020,2020,M01,4.1,0,0,0,Total nonfarm,1,0,WE,West region,5,1,HI,Hires,2,0
1/1/2021,2021,M01,3.9,0,0,0,Total nonfarm,1,0,WE,West region,5,1,HI,Hires,2,0
1/1/2019,2019,M01,4.7,0,0,0,Total nonfarm,1,0,WE,West region,5,1,JO,Job openings,1,0
1/1/2020,2020,M01,4.6,0,0,0,Total nonfarm,1,0,WE,West region,5,1,JO,Job openings,1,0
1/1/2021,2021,M01,4.5,0,0,0,Total nonfarm,1,0,WE,West region,5,1,JO,Job openings,1,0
1/1/2019,2019,M01,1.1,0,0,0,Total nonfarm,1,0,WE,West region,5,1,LD,Layoffs and discharges,5,1
1/1/2020,2020,M01,1.2,0,0,0,Total nonfarm,1,0,WE,West region,5,1,LD,Layoffs and discharges,5,1
1/1/2021,2021,M01,1.5,0,0,0,Total nonfarm,1,0,WE,West region,5,1,LD,Layoffs and discharges,5,1
1/1/2019,2019,M01,0.2,0,0,0,Total nonfarm,1,0,WE,West region,5,1,OS,Other separations,6,1
1/1/2020,2020,M01,0.3,0,0,0,Total nonfarm,1,0,WE,West region,5,1,OS,Other separations,6,1
1/1/2021,2021,M01,0.2,0,0,0,Total nonfarm,1,0,WE,West region,5,1,OS,Other separations,6,1
1/1/2019,2019,M01,2.4,0,0,0,Total nonfarm,1,0,WE,West region,5,1,QU,Quits,4,1
1/1/2020,2020,M01,2.3,0,0,0,Total nonfarm,1,0,WE,West region,5,1,QU,Quits,4,1
1/1/2021,2021,M01,2.2,0,0,0,Total nonfarm,1,0,WE,West region,5,1,QU,Quits,4,1
1/1/2019,2019,M01,3.7,0,0,0,Total nonfarm,1,0,WE,West region,5,1,TS,Total separations,3,0
1/1/2020,2020,M01,3.8,0,0,0,Total nonfarm,1,0,WE,West region,5,1,TS,Total separations,3,0
1/1/2021,2021,M01,3.9,0,0,0,Total nonfarm,1,0,WE,West region,5,1,TS,Total separations,3,0
2/1/2019,2019,M02,3.8,0,0,0,Total nonfarm,1,0,0,Total US,1,0,HI,Hires,2,0
2/1/2020,2020,M02,3.9,0,0,0,Total nonfarm,1,0,0,Total US,1,0,HI,Hires,2,0
2/1/2021,2021,M02,4,0,0,0,Total nonfarm,1,0,0,Total US,1,0,HI,Hires,2,0
2/1/2019,2019,M02,4.5,0,0,0,Total nonfarm,1,0,0,Total US,1,0,JO,Job openings,1,0
2/1/2020,2020,M02,4.4,0,0,0,Total nonfarm,1,0,0,Total US,1,0,JO,Job openings,1,0
2/1/2021,2021,M02,5,0,0,0,Total nonfarm,1,0,0,Total US,1,0,JO,Job openings,1,0
2/1/2019,2019,M02,1.2,0,0,0,Total nonfarm,1,0,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2020,2020,M02,1.3,0,0,0,Total nonfarm,1,0,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2021,2021,M02,1.2,0,0,0,Total nonfarm,1,0,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2019,2019,M02,0.2,0,0,0,Total nonfarm,1,0,0,Total US,1,0,OS,Other separations,6,1
2/1/2020,2020,M02,0.2,0,0,0,Total nonfarm,1,0,0,Total US,1,0,OS,Other separations,6,1
2/1/2021,2021,M02,0.2,0,0,0,Total nonfarm,1,0,0,Total US,1,0,OS,Other separations,6,1
2/1/2019,2019,M02,2.4,0,0,0,Total nonfarm,1,0,0,Total US,1,0,QU,Quits,4,1
2/1/2020,2020,M02,2.2,0,0,0,Total nonfarm,1,0,0,Total US,1,0,QU,Quits,4,1
2/1/2021,2021,M02,2.4,0,0,0,Total nonfarm,1,0,0,Total US,1,0,QU,Quits,4,1
2/1/2019,2019,M02,3.8,0,0,0,Total nonfarm,1,0,0,Total US,1,0,TS,Total separations,3,0
2/1/2020,2020,M02,3.7,0,0,0,Total nonfarm,1,0,0,Total US,1,0,TS,Total separations,3,0
2/1/2021,2021,M02,3.8,0,0,0,Total nonfarm,1,0,0,Total US,1,0,TS,Total separations,3,0
2/1/2019,2019,M02,0.9,0,0,0,Total nonfarm,1,0,0,Total US,1,0,UO,Unemployed persons per job opening ratio,7,0
2/1/2020,2020,M02,0.8,0,0,0,Total nonfarm,1,0,0,Total US,1,0,UO,Unemployed persons per job opening ratio,7,0
2/1/2021,2021,M02,1.3,0,0,0,Total nonfarm,1,0,0,Total US,1,0,UO,Unemployed persons per job opening ratio,7,0
2/1/2019,2019,M02,4.2,0,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2020,2020,M02,4.3,0,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2021,2021,M02,4.5,0,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2019,2019,M02,4.1,1,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2020,2020,M02,4.2,1,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2021,2021,M02,4.4,1,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2019,2019,M02,4.3,2,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2020,2020,M02,4.4,2,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2021,2021,M02,4.9,2,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2019,2019,M02,4.5,3,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2020,2020,M02,4.9,3,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2021,2021,M02,4.7,3,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2019,2019,M02,4.2,4,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2020,2020,M02,3.9,4,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2021,2021,M02,4.2,4,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2019,2019,M02,3.1,5,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2020,2020,M02,3.6,5,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2021,2021,M02,3.7,5,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2019,2019,M02,1.9,6,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2020,2020,M02,2,6,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2021,2021,M02,1.9,6,0,100000,Total private,2,1,0,Total US,1,0,HI,Hires,2,0
2/1/2019,2019,M02,4.8,0,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2020,2020,M02,4.6,0,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2021,2021,M02,5.3,0,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2019,2019,M02,3.8,1,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2020,2020,M02,5.2,1,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2021,2021,M02,5.3,1,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2019,2019,M02,4.6,2,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2020,2020,M02,4.1,2,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2021,2021,M02,5.2,2,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2019,2019,M02,5.1,3,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2020,2020,M02,4.7,3,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2021,2021,M02,5.2,3,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2019,2019,M02,5,4,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2020,2020,M02,4.7,4,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2021,2021,M02,5.8,4,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2019,2019,M02,5.3,5,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2020,2020,M02,4.9,5,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2021,2021,M02,5.8,5,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2019,2019,M02,4.1,6,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2020,2020,M02,4.3,6,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2021,2021,M02,4.8,6,0,100000,Total private,2,1,0,Total US,1,0,JO,Job openings,1,0
2/1/2019,2019,M02,1.3,0,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2020,2020,M02,1.4,0,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2021,2021,M02,1.3,0,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2019,2019,M02,1.2,1,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2020,2020,M02,2.1,1,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2021,2021,M02,1.5,1,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2019,2019,M02,1.1,2,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2020,2020,M02,1.2,2,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2021,2021,M02,1.1,2,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2019,2019,M02,1.5,3,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2020,2020,M02,1.5,3,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2021,2021,M02,1.4,3,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2019,2019,M02,1.6,4,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2020,2020,M02,1.4,4,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2021,2021,M02,1.6,4,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2019,2019,M02,1.1,5,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2020,2020,M02,1.2,5,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2021,2021,M02,1.3,5,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2019,2019,M02,0.6,6,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2020,2020,M02,0.4,6,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2021,2021,M02,0.5,6,0,100000,Total private,2,1,0,Total US,1,0,LD,Layoffs and discharges,5,1
2/1/2019,2019,M02,0.2,0,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2020,2020,M02,0.2,0,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2021,2021,M02,0.2,0,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2019,2019,M02,0.2,1,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2020,2020,M02,0.1,1,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2021,2021,M02,0.2,1,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2019,2019,M02,0.3,2,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2020,2020,M02,0.2,2,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2021,2021,M02,0.2,2,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2019,2019,M02,0.2,3,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2020,2020,M02,0.2,3,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2021,2021,M02,0.2,3,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2019,2019,M02,0.3,4,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2020,2020,M02,0.2,4,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2021,2021,M02,0.3,4,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2019,2019,M02,0.3,5,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2020,2020,M02,0.2,5,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2021,2021,M02,0.2,5,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2019,2019,M02,0.2,6,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2020,2020,M02,0.2,6,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2021,2021,M02,0.2,6,0,100000,Total private,2,1,0,Total US,1,0,OS,Other separations,6,1
2/1/2019,2019,M02,2.6,0,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2020,2020,M02,2.5,0,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2021,2021,M02,2.6,0,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2019,2019,M02,2.4,1,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2020,2020,M02,2.4,1,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2021,2021,M02,2.3,1,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2019,2019,M02,3.1,2,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2020,2020,M02,2.6,2,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2021,2021,M02,2.9,2,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2019,2019,M02,2.7,3,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2020,2020,M02,2.7,3,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2021,2021,M02,2.7,3,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2019,2019,M02,2.6,4,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2020,2020,M02,2.4,4,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2021,2021,M02,2.6,4,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2019,2019,M02,1.9,5,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2020,2020,M02,2.3,5,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2021,2021,M02,2.3,5,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2019,2019,M02,1,6,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
2/1/2020,2020,M02,1.1,6,0,100000,Total private,2,1,0,Total US,1,0,QU,Quits,4,1
